id,asset,year,rep_period,time_block_start,time_block_end,solution
2181,LU_Battery,2030,2,17,18,121.16867773619086
2182,LU_Battery,2030,2,19,20,121.16867773619086
2183,LU_Battery,2030,2,21,22,23.855910962190848
2184,LU_Battery,2030,2,23,24,0.0
2185,LU_Battery,2030,3,1,2,0.0
2186,LU_Battery,2030,3,3,4,0.0
2187,LU_Battery,2030,3,5,6,0.0
2188,LU_Battery,2030,3,7,8,176.1991310502184
2189,LU_Battery,2030,3,9,10,181.96053215503983
2190,LU_Battery,2030,3,11,12,181.96053215503983
2191,LU_Battery,2030,3,13,14,177.0465441250399
2192,LU_Battery,2030,3,15,16,73.64994372000001
2193,LU_Battery,2030,3,17,18,0.0
2194,LU_Battery,2030,3,19,20,0.0
2195,LU_Battery,2030,3,21,22,0.0
2196,LU_Battery,2030,3,23,24,0.0
2197,LU_Battery,2030,4,1,2,0.0
2198,LU_Battery,2030,4,3,4,38.803883627737605
2199,LU_Battery,2030,4,5,6,52.71840549799984
2200,LU_Battery,2030,4,7,8,104.06749585843298
2201,LU_Battery,2030,4,9,10,181.96053215503983
2202,LU_Battery,2030,4,11,12,77.6370658793874
2203,LU_Battery,2030,4,13,14,77.6370658793874
2204,LU_Battery,2030,4,15,16,181.96053215503983
2205,LU_Battery,2030,4,17,18,152.56013894478406
2206,LU_Battery,2030,4,19,20,19.548084186435517
2207,LU_Battery,2030,4,21,22,0.0
2208,LU_Battery,2030,4,23,24,0.0
2209,LU_Battery,2030,5,1,2,0.0
2210,LU_Battery,2030,5,3,4,0.0
2211,LU_Battery,2030,5,5,6,0.0
2212,LU_Battery,2030,5,7,8,0.0
2213,LU_Battery,2030,5,9,10,0.0
2214,LU_Battery,2030,5,11,12,0.0
2215,LU_Battery,2030,5,13,14,0.0
2216,LU_Battery,2030,5,15,16,0.0
2217,LU_Battery,2030,5,17,18,0.0
2218,LU_Battery,2030,5,19,20,0.0
2219,LU_Battery,2030,5,21,22,0.0
2220,LU_Battery,2030,5,23,24,0.0
2221,LU_Battery,2030,6,1,2,176.1991310502184
2222,LU_Battery,2030,6,3,4,0.0
2223,LU_Battery,2030,6,5,6,57.46037391648443
2224,LU_Battery,2030,6,7,8,57.46037391648443
2225,LU_Battery,2030,6,9,10,181.96053215503983
2226,LU_Battery,2030,6,11,12,66.02682280226341
2227,LU_Battery,2030,6,13,14,0.4459343827091118
2228,LU_Battery,2030,6,15,16,83.94714594148846
2229,LU_Battery,2030,6,17,18,36.14635198104513
2230,LU_Battery,2030,6,19,20,119.854945934888
2231,LU_Battery,2030,6,21,22,0.0
2232,LU_Battery,2030,6,23,24,0.0
2233,LU_Battery,2030,7,1,2,91.00005316896431
2234,LU_Battery,2030,7,3,4,91.00005316896431
2235,LU_Battery,2030,7,5,6,177.6138577239584
2236,LU_Battery,2030,7,7,8,70.00294103035947
2237,LU_Battery,2030,7,9,10,0.0
2238,LU_Battery,2030,7,11,12,0.0
2239,LU_Battery,2030,7,13,14,0.0
2240,LU_Battery,2030,7,15,16,176.1991310502184
2241,LU_Battery,2030,7,17,18,97.19207982895193
2242,LU_Battery,2030,7,19,20,0.0
2243,LU_Battery,2030,7,21,22,0.0
2244,LU_Battery,2030,7,23,24,0.0
2245,LU_Battery,2030,8,1,2,0.0
2246,LU_Battery,2030,8,3,4,0.0
2247,LU_Battery,2030,8,5,6,0.0
2248,LU_Battery,2030,8,7,8,0.0
2249,LU_Battery,2030,8,9,10,0.0
2250,LU_Battery,2030,8,11,12,0.0
2251,LU_Battery,2030,8,13,14,0.0
2252,LU_Battery,2030,8,15,16,0.0
2253,LU_Battery,2030,8,17,18,0.0
2254,LU_Battery,2030,8,19,20,0.0
2255,LU_Battery,2030,8,21,22,0.0
2256,LU_Battery,2030,8,23,24,0.0
2257,LU_Battery,2030,9,1,2,0.0
2258,LU_Battery,2030,9,3,4,0.0
2259,LU_Battery,2030,9,5,6,0.0
2260,LU_Battery,2030,9,7,8,0.0
2261,LU_Battery,2030,9,9,10,0.0
2262,LU_Battery,2030,9,11,12,0.0
2263,LU_Battery,2030,9,13,14,0.0
2264,LU_Battery,2030,9,15,16,0.0
2265,LU_Battery,2030,9,17,18,0.0
2266,LU_Battery,2030,9,19,20,0.0
2267,LU_Battery,2030,9,21,22,0.0
2268,LU_Battery,2030,9,23,24,0.0
2269,LU_Battery,2030,10,1,2,0.0
2270,LU_Battery,2030,10,3,4,0.0
2271,LU_Battery,2030,10,5,6,0.0
2272,LU_Battery,2030,10,7,8,0.0
2273,LU_Battery,2030,10,9,10,0.0
2274,LU_Battery,2030,10,11,12,0.0
2275,LU_Battery,2030,10,13,14,86.32790043728403
2276,LU_Battery,2030,10,15,16,86.32790043728403
2277,LU_Battery,2030,10,17,18,34.06292419643637
2278,LU_Battery,2030,10,19,20,0.0
2279,LU_Battery,2030,10,21,22,0.0
2280,LU_Battery,2030,10,23,24,0.0
2281,LV_Battery,2030,1,1,2,27.101386814924695
2282,LV_Battery,2030,1,3,4,33.269211304151035
2283,LV_Battery,2030,1,5,6,0.0
2284,LV_Battery,2030,1,7,8,0.0
2285,LV_Battery,2030,1,9,10,0.0
2286,LV_Battery,2030,1,11,12,0.0
2287,LV_Battery,2030,1,13,14,0.0
2288,LV_Battery,2030,1,15,16,0.0
2289,LV_Battery,2030,1,17,18,0.0
2290,LV_Battery,2030,1,19,20,39.57545828986163
2291,LV_Battery,2030,1,21,22,39.57545828986163
2292,LV_Battery,2030,1,23,24,0.0
2293,LV_Battery,2030,2,1,2,0.0
2294,LV_Battery,2030,2,3,4,10.738565085787835
2295,LV_Battery,2030,2,5,6,35.5112803055453
2296,LV_Battery,2030,2,7,8,39.57545828986163
2297,LV_Battery,2030,2,9,10,0.0
2298,LV_Battery,2030,2,11,12,0.43068452941054813
2299,LV_Battery,2030,2,13,14,2.5615818723804646
2300,LV_Battery,2030,2,15,16,42.137040162242094
2301,LV_Battery,2030,2,17,18,36.30125499636349
2302,LV_Battery,2030,2,19,20,0.0
2303,LV_Battery,2030,2,21,22,0.0
2304,LV_Battery,2030,2,23,24,0.0
2305,LV_Battery,2030,3,1,2,0.0
2306,LV_Battery,2030,3,3,4,0.0
2307,LV_Battery,2030,3,5,6,0.0
2308,LV_Battery,2030,3,7,8,0.0
2309,LV_Battery,2030,3,9,10,10.90387776251022
2310,LV_Battery,2030,3,11,12,50.47933605237185
2311,LV_Battery,2030,3,13,14,50.47933605237185
2312,LV_Battery,2030,3,15,16,10.90387776251022
2313,LV_Battery,2030,3,17,18,0.0
2314,LV_Battery,2030,3,19,20,0.0
2315,LV_Battery,2030,3,21,22,0.0
2316,LV_Battery,2030,3,23,24,0.0
2317,LV_Battery,2030,4,1,2,39.57545828986163
2318,LV_Battery,2030,4,3,4,50.47933605237185
2319,LV_Battery,2030,4,5,6,50.47933605237185
2320,LV_Battery,2030,4,7,8,50.47933605237185
2321,LV_Battery,2030,4,9,10,17.0386510216764
2322,LV_Battery,2030,4,11,12,0.0
2323,LV_Battery,2030,4,13,14,0.0
2324,LV_Battery,2030,4,15,16,0.0
2325,LV_Battery,2030,4,17,18,0.0
2326,LV_Battery,2030,4,19,20,0.0
2327,LV_Battery,2030,4,21,22,0.0
2328,LV_Battery,2030,4,23,24,0.0
2329,LV_Battery,2030,5,1,2,0.0
2330,LV_Battery,2030,5,3,4,0.0
2331,LV_Battery,2030,5,5,6,0.0
2332,LV_Battery,2030,5,7,8,0.0
2333,LV_Battery,2030,5,9,10,0.0
2334,LV_Battery,2030,5,11,12,24.898362993500115
2335,LV_Battery,2030,5,13,14,0.0
2336,LV_Battery,2030,5,15,16,0.0
2337,LV_Battery,2030,5,17,18,0.0
2338,LV_Battery,2030,5,19,20,0.0
2339,LV_Battery,2030,5,21,22,0.0
2340,LV_Battery,2030,5,23,24,0.0
2341,LV_Battery,2030,6,1,2,9.812004335454532
2342,LV_Battery,2030,6,3,4,49.38746262531616
2343,LV_Battery,2030,6,5,6,50.47933605237185
2344,LV_Battery,2030,6,7,8,10.90387776251022
2345,LV_Battery,2030,6,9,10,0.0
2346,LV_Battery,2030,6,11,12,0.0
2347,LV_Battery,2030,6,13,14,0.0
2348,LV_Battery,2030,6,15,16,0.0
2349,LV_Battery,2030,6,17,18,0.0
2350,LV_Battery,2030,6,19,20,0.0
2351,LV_Battery,2030,6,21,22,0.0
2352,LV_Battery,2030,6,23,24,0.0
2353,LV_Battery,2030,7,1,2,0.0
2354,LV_Battery,2030,7,3,4,0.0
2355,LV_Battery,2030,7,5,6,0.0
2356,LV_Battery,2030,7,7,8,0.0
2357,LV_Battery,2030,7,9,10,0.0
2358,LV_Battery,2030,7,11,12,0.0
2359,LV_Battery,2030,7,13,14,0.0
2360,LV_Battery,2030,7,15,16,0.0
2361,LV_Battery,2030,7,17,18,0.0
2362,LV_Battery,2030,7,19,20,0.0
2363,LV_Battery,2030,7,21,22,0.0
2364,LV_Battery,2030,7,23,24,0.0
2365,LV_Battery,2030,8,1,2,0.0
2366,LV_Battery,2030,8,3,4,0.0
2367,LV_Battery,2030,8,5,6,0.0
2368,LV_Battery,2030,8,7,8,39.57545828986163
2369,LV_Battery,2030,8,9,10,28.349781147571477
2370,LV_Battery,2030,8,11,12,8.272565058193123
2371,LV_Battery,2030,8,13,14,0.0
2372,LV_Battery,2030,8,15,16,39.57545828986163
2373,LV_Battery,2030,8,17,18,39.57545828986163
2374,LV_Battery,2030,8,19,20,0.0
2375,LV_Battery,2030,8,21,22,0.0
2376,LV_Battery,2030,8,23,24,0.0
2377,LV_Battery,2030,9,1,2,0.0
2378,LV_Battery,2030,9,3,4,0.0
2379,LV_Battery,2030,9,5,6,10.90387776251022
2380,LV_Battery,2030,9,7,8,50.47933605237185
2381,LV_Battery,2030,9,9,10,50.47933605237185
2382,LV_Battery,2030,9,11,12,17.43340012151154
2383,LV_Battery,2030,9,13,14,0.0
2384,LV_Battery,2030,9,15,16,0.0
2385,LV_Battery,2030,9,17,18,0.0
2386,LV_Battery,2030,9,19,20,0.0
2387,LV_Battery,2030,9,21,22,0.0
2388,LV_Battery,2030,9,23,24,0.0
2389,LV_Battery,2030,10,1,2,38.59030727465429
2390,LV_Battery,2030,10,3,4,50.47933605237185
2391,LV_Battery,2030,10,5,6,50.47933605237185
2392,LV_Battery,2030,10,7,8,50.47933605237185
2393,LV_Battery,2030,10,9,10,34.29416547595682
2394,LV_Battery,2030,10,11,12,0.0
2395,LV_Battery,2030,10,13,14,39.57545828986163
2396,LV_Battery,2030,10,15,16,0.0
2397,LV_Battery,2030,10,17,18,0.0
2398,LV_Battery,2030,10,19,20,0.0
2399,LV_Battery,2030,10,21,22,0.0
2400,LV_Battery,2030,10,23,24,0.0
2401,MT_Battery,2030,1,1,2,0.0
2402,MT_Battery,2030,1,3,4,0.0
2403,MT_Battery,2030,1,5,6,0.0
2404,MT_Battery,2030,1,7,8,142.26743187260365
2405,MT_Battery,2030,1,9,10,0.0
2406,MT_Battery,2030,1,11,12,86.30047100818854
2407,MT_Battery,2030,1,13,14,149.99443656124146
2408,MT_Battery,2030,1,15,16,98.16021472958136
2409,MT_Battery,2030,1,17,18,98.16021472958136
2410,MT_Battery,2030,1,19,20,44.15328591339261
2411,MT_Battery,2030,1,21,22,0.0
2412,MT_Battery,2030,1,23,24,0.0
2413,MT_Battery,2030,2,1,2,0.0
2414,MT_Battery,2030,2,3,4,0.0
2415,MT_Battery,2030,2,5,6,0.0
2416,MT_Battery,2030,2,7,8,118.02881576127288
2417,MT_Battery,2030,2,9,10,0.0
2418,MT_Battery,2030,2,11,12,0.0
2419,MT_Battery,2030,2,13,14,98.55688589069604
2420,MT_Battery,2030,2,15,16,149.99443656124146
2421,MT_Battery,2030,2,17,18,99.77811831287767
2422,MT_Battery,2030,2,19,20,149.99443656124134
2423,MT_Battery,2030,2,21,22,0.0
2424,MT_Battery,2030,2,23,24,0.0
2425,MT_Battery,2030,3,1,2,0.0
2426,MT_Battery,2030,3,3,4,0.0
2427,MT_Battery,2030,3,5,6,0.0
2428,MT_Battery,2030,3,7,8,0.0
2429,MT_Battery,2030,3,9,10,65.20101495558626
2430,MT_Battery,2030,3,11,12,95.59800464296538
2431,MT_Battery,2030,3,13,14,149.99443656124146
2432,MT_Battery,2030,3,15,16,0.0
2433,MT_Battery,2030,3,17,18,0.0
2434,MT_Battery,2030,3,19,20,0.0
2435,MT_Battery,2030,3,21,22,0.0
2436,MT_Battery,2030,3,23,24,0.0
2437,MT_Battery,2030,4,1,2,105.46861533599991
2438,MT_Battery,2030,4,3,4,0.0
2439,MT_Battery,2030,4,5,6,0.0
2440,MT_Battery,2030,4,7,8,0.0
2441,MT_Battery,2030,4,9,10,0.0
2442,MT_Battery,2030,4,11,12,0.0
2443,MT_Battery,2030,4,13,14,149.99443656124146
2444,MT_Battery,2030,4,15,16,123.64758514871966
2445,MT_Battery,2030,4,17,18,123.64758514861626
2446,MT_Battery,2030,4,19,20,0.0
2447,MT_Battery,2030,4,21,22,0.0
2448,MT_Battery,2030,4,23,24,0.0
2449,MT_Battery,2030,5,1,2,0.0
2450,MT_Battery,2030,5,3,4,0.0
