id,asset,year,rep_period,time_block_start,time_block_end,solution
1044,EE_Battery,2030,7,23,24,0.0
1045,EE_Battery,2030,8,1,2,99.9510191973227
1046,EE_Battery,2030,8,3,4,99.9510191973227
1047,EE_Battery,2030,8,5,6,219.34751493721012
1048,EE_Battery,2030,8,7,8,0.0
1049,EE_Battery,2030,8,9,10,0.0
1050,EE_Battery,2030,8,11,12,0.0
1051,EE_Battery,2030,8,13,14,0.0
1052,EE_Battery,2030,8,15,16,0.0
1053,EE_Battery,2030,8,17,18,219.34751493721012
1054,EE_Battery,2030,8,19,20,0.0
1055,EE_Battery,2030,8,21,22,0.0
1056,EE_Battery,2030,8,23,24,0.0
1057,EE_Battery,2030,9,1,2,0.0
1058,EE_Battery,2030,9,3,4,219.34751493721012
1059,EE_Battery,2030,9,5,6,219.34751493721012
1060,EE_Battery,2030,9,7,8,132.62199878295354
1061,EE_Battery,2030,9,9,10,139.2945720623493
1062,EE_Battery,2030,9,11,12,211.78025344951186
1063,EE_Battery,2030,9,13,14,218.6464809422796
1064,EE_Battery,2030,9,15,16,190.43660003211642
1065,EE_Battery,2030,9,17,18,0.0
1066,EE_Battery,2030,9,19,20,0.0
1067,EE_Battery,2030,9,21,22,0.0
1068,EE_Battery,2030,9,23,24,0.0
1069,EE_Battery,2030,10,1,2,163.41886522618745
1070,EE_Battery,2030,10,3,4,219.34751493721012
1071,EE_Battery,2030,10,5,6,142.57584211912365
1072,EE_Battery,2030,10,7,8,142.57584211912365
1073,EE_Battery,2030,10,9,10,142.57584211912365
1074,EE_Battery,2030,10,11,12,219.34751493721012
1075,EE_Battery,2030,10,13,14,219.34751493721012
1076,EE_Battery,2030,10,15,16,0.0
1077,EE_Battery,2030,10,17,18,0.0
1078,EE_Battery,2030,10,19,20,108.39605037609044
1079,EE_Battery,2030,10,21,22,0.0
1080,EE_Battery,2030,10,23,24,0.0
1081,ES_Battery,2030,1,1,2,2932.1102213040294
1082,ES_Battery,2030,1,3,4,2932.1102213040294
1083,ES_Battery,2030,1,5,6,3078.9912801450346
1084,ES_Battery,2030,1,7,8,0.0
1085,ES_Battery,2030,1,9,10,4.35817893498097
1086,ES_Battery,2030,1,11,12,0.0
1087,ES_Battery,2030,1,13,14,0.0
1088,ES_Battery,2030,1,15,16,0.0
1089,ES_Battery,2030,1,17,18,1115.953107737847
1090,ES_Battery,2030,1,19,20,3377.116528909608
1091,ES_Battery,2030,1,21,22,0.0
1092,ES_Battery,2030,1,23,24,0.0
1093,ES_Battery,2030,2,1,2,3377.116528909608
1094,ES_Battery,2030,2,3,4,3547.4201540398612
1095,ES_Battery,2030,2,5,6,3547.4201540398612
1096,ES_Battery,2030,2,7,8,170.3036251302533
1097,ES_Battery,2030,2,9,10,0.0
1098,ES_Battery,2030,2,11,12,0.0
1099,ES_Battery,2030,2,13,14,170.3036251302533
1100,ES_Battery,2030,2,15,16,3547.4201540398612
1101,ES_Battery,2030,2,17,18,3547.4201540398612
1102,ES_Battery,2030,2,19,20,3547.4201540398612
1103,ES_Battery,2030,2,21,22,332.5544874293846
1104,ES_Battery,2030,2,23,24,0.0
1105,ES_Battery,2030,3,1,2,2822.2023712404953
1106,ES_Battery,2030,3,3,4,2976.846574082352
1107,ES_Battery,2030,3,5,6,3203.2008644292946
1108,ES_Battery,2030,3,7,8,526.2561534727229
1109,ES_Battery,2030,3,9,10,526.2561534727229
1110,ES_Battery,2030,3,11,12,461.68934923436063
1111,ES_Battery,2030,3,13,14,3318.4297781102487
1112,ES_Battery,2030,3,15,16,3379.0506992998507
1113,ES_Battery,2030,3,17,18,3379.0506992998507
1114,ES_Battery,2030,3,19,20,152.26694755439348
1115,ES_Battery,2030,3,21,22,165.41967351228232
1116,ES_Battery,2030,3,23,24,0.0
1117,ES_Battery,2030,4,1,2,0.0
1118,ES_Battery,2030,4,3,4,0.0
1119,ES_Battery,2030,4,5,6,0.0
1120,ES_Battery,2030,4,7,8,0.0
1121,ES_Battery,2030,4,9,10,0.0
1122,ES_Battery,2030,4,11,12,0.0
1123,ES_Battery,2030,4,13,14,0.0
1124,ES_Battery,2030,4,15,16,0.0
1125,ES_Battery,2030,4,17,18,0.0
1126,ES_Battery,2030,4,19,20,0.0
1127,ES_Battery,2030,4,21,22,0.0
1128,ES_Battery,2030,4,23,24,0.0
1129,ES_Battery,2030,5,1,2,2126.884561259587
1130,ES_Battery,2030,5,3,4,3185.161250354071
1131,ES_Battery,2030,5,5,6,906.9616304150732
1132,ES_Battery,2030,5,7,8,3346.5873110525317
1133,ES_Battery,2030,5,9,10,1208.4345042886562
1134,ES_Battery,2030,5,11,12,0.0
1135,ES_Battery,2030,5,13,14,0.0
1136,ES_Battery,2030,5,15,16,2171.818251665573
1137,ES_Battery,2030,5,17,18,3547.4201540398612
1138,ES_Battery,2030,5,19,20,220.22464976293304
1139,ES_Battery,2030,5,21,22,0.0
1140,ES_Battery,2030,5,23,24,0.0
1141,ES_Battery,2030,6,1,2,0.0
1142,ES_Battery,2030,6,3,4,0.0
1143,ES_Battery,2030,6,5,6,0.0
1144,ES_Battery,2030,6,7,8,0.0
1145,ES_Battery,2030,6,9,10,0.0
1146,ES_Battery,2030,6,11,12,0.0
1147,ES_Battery,2030,6,13,14,0.0
1148,ES_Battery,2030,6,15,16,0.0
1149,ES_Battery,2030,6,17,18,0.0
1150,ES_Battery,2030,6,19,20,0.0
1151,ES_Battery,2030,6,21,22,0.0
1152,ES_Battery,2030,6,23,24,0.0
1153,ES_Battery,2030,7,1,2,3377.116528909608
1154,ES_Battery,2030,7,3,4,3547.4201540398612
1155,ES_Battery,2030,7,5,6,3547.4201540398612
1156,ES_Battery,2030,7,7,8,592.4207036693952
1157,ES_Battery,2030,7,9,10,0.0
1158,ES_Battery,2030,7,11,12,538.1229198353831
1159,ES_Battery,2030,7,13,14,0.0
1160,ES_Battery,2030,7,15,16,2220.413920193074
1161,ES_Battery,2030,7,17,18,2285.960901607371
1162,ES_Battery,2030,7,19,20,1904.5346950280086
1163,ES_Battery,2030,7,21,22,0.0
1164,ES_Battery,2030,7,23,24,0.0
1165,ES_Battery,2030,8,1,2,1728.3433769859928
1166,ES_Battery,2030,8,3,4,1728.3433769859928
1167,ES_Battery,2030,8,5,6,1728.3433769859928
1168,ES_Battery,2030,8,7,8,566.3896788724978
1169,ES_Battery,2030,8,9,10,0.0
1170,ES_Battery,2030,8,11,12,0.0
1171,ES_Battery,2030,8,13,14,0.0
1172,ES_Battery,2030,8,15,16,170.3036251302533
1173,ES_Battery,2030,8,17,18,3547.4201540398612
1174,ES_Battery,2030,8,19,20,170.3036251302533
1175,ES_Battery,2030,8,21,22,120.92391703928297
1176,ES_Battery,2030,8,23,24,0.0
1177,ES_Battery,2030,9,1,2,3377.116528909608
1178,ES_Battery,2030,9,3,4,3377.116528909608
1179,ES_Battery,2030,9,5,6,3547.4201540398612
1180,ES_Battery,2030,9,7,8,3076.2240449900146
1181,ES_Battery,2030,9,9,10,0.0
1182,ES_Battery,2030,9,11,12,0.0
1183,ES_Battery,2030,9,13,14,0.0
1184,ES_Battery,2030,9,15,16,534.4420371326055
1185,ES_Battery,2030,9,17,18,3547.4201540398612
1186,ES_Battery,2030,9,19,20,3377.116528909608
1187,ES_Battery,2030,9,21,22,3377.116528909608
1188,ES_Battery,2030,9,23,24,0.0
1189,ES_Battery,2030,10,1,2,0.0
1190,ES_Battery,2030,10,3,4,169.57646142015437
1191,ES_Battery,2030,10,5,6,0.0
1192,ES_Battery,2030,10,7,8,0.0
1193,ES_Battery,2030,10,9,10,0.0
1194,ES_Battery,2030,10,11,12,0.0
1195,ES_Battery,2030,10,13,14,0.0
1196,ES_Battery,2030,10,15,16,170.3036251302533
1197,ES_Battery,2030,10,17,18,3547.4201540398612
1198,ES_Battery,2030,10,19,20,3547.4201540398612
1199,ES_Battery,2030,10,21,22,170.3036251302533
1200,ES_Battery,2030,10,23,24,0.0
