id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_consumer
2785,LT_E_Demand,2030,6,9,10,0.6372
2786,LT_E_Demand,2030,6,11,12,0.6372
2787,LT_E_Demand,2030,6,13,14,0.6372
2788,LT_E_Demand,2030,6,15,16,0.6372
2789,LT_E_Demand,2030,6,17,18,1.1880000000000002
2790,LT_E_Demand,2030,6,19,20,1.1880000000000002
2791,LT_E_Demand,2030,6,21,22,0.6372
2792,LT_E_Demand,2030,6,23,24,0.6372
2793,LT_E_Demand,2030,7,1,2,1.3098
2794,LT_E_Demand,2030,7,3,4,0.0
2795,LT_E_Demand,2030,7,5,6,0.0
2796,LT_E_Demand,2030,7,7,8,0.0
2797,LT_E_Demand,2030,7,9,10,0.0
2798,LT_E_Demand,2030,7,11,12,0.0
2799,LT_E_Demand,2030,7,13,14,0.0
2800,LT_E_Demand,2030,7,15,16,1.3098
2801,LT_E_Demand,2030,7,17,18,1.3098
2802,LT_E_Demand,2030,7,19,20,1.3098
2803,LT_E_Demand,2030,7,21,22,1.3098
2804,LT_E_Demand,2030,7,23,24,1.3098
2805,LT_E_Demand,2030,8,1,2,0.0
2806,LT_E_Demand,2030,8,3,4,0.0
2807,LT_E_Demand,2030,8,5,6,0.0
2808,LT_E_Demand,2030,8,7,8,0.9141000000000018
2809,LT_E_Demand,2030,8,9,10,0.5487
2810,LT_E_Demand,2030,8,11,12,0.18329999999999813
2811,LT_E_Demand,2030,8,13,14,0.0
2812,LT_E_Demand,2030,8,15,16,0.0
2813,LT_E_Demand,2030,8,17,18,0.0
2814,LT_E_Demand,2030,8,19,20,1.0974
2815,LT_E_Demand,2030,8,21,22,1.0974
2816,LT_E_Demand,2030,8,23,24,0.0
2817,LT_E_Demand,2030,9,1,2,0.0
2818,LT_E_Demand,2030,9,3,4,0.0
2819,LT_E_Demand,2030,9,5,6,0.0
2820,LT_E_Demand,2030,9,7,8,0.0
2821,LT_E_Demand,2030,9,9,10,1.419
2822,LT_E_Demand,2030,9,11,12,2.838
2823,LT_E_Demand,2030,9,13,14,1.419
2824,LT_E_Demand,2030,9,15,16,0.0
2825,LT_E_Demand,2030,9,17,18,0.7611
2826,LT_E_Demand,2030,9,19,20,1.5222
2827,LT_E_Demand,2030,9,21,22,1.5222
2828,LT_E_Demand,2030,9,23,24,0.0
2829,LT_E_Demand,2030,10,1,2,1.6284
2830,LT_E_Demand,2030,10,3,4,2.3322000000000003
2831,LT_E_Demand,2030,10,5,6,3.036
2832,LT_E_Demand,2030,10,7,8,3.036
2833,LT_E_Demand,2030,10,9,10,3.036
2834,LT_E_Demand,2030,10,11,12,4.691999999999999
2835,LT_E_Demand,2030,10,13,14,4.691999999999999
2836,LT_E_Demand,2030,10,15,16,4.691999999999999
2837,LT_E_Demand,2030,10,17,18,26.405897116999004
2838,LT_E_Demand,2030,10,19,20,3.864
2839,LT_E_Demand,2030,10,21,22,3.036
2840,LT_E_Demand,2030,10,23,24,1.6284
2841,LU_E_Demand,2030,1,1,1,0.9381
2842,LU_E_Demand,2030,1,2,2,0.9381
2843,LU_E_Demand,2030,1,3,3,0.9381
2844,LU_E_Demand,2030,1,4,4,0.9381
2845,LU_E_Demand,2030,1,5,5,1.749
2846,LU_E_Demand,2030,1,6,6,1.749
2847,LU_E_Demand,2030,1,7,7,2.703
2848,LU_E_Demand,2030,1,8,8,2.703
2849,LU_E_Demand,2030,1,9,9,2.703
2850,LU_E_Demand,2030,1,10,10,2.703
2851,LU_E_Demand,2030,1,11,11,1.749
2852,LU_E_Demand,2030,1,12,12,1.749
2853,LU_E_Demand,2030,1,13,13,1.749
2854,LU_E_Demand,2030,1,14,14,1.749
2855,LU_E_Demand,2030,1,15,15,1.247400000000001
2856,LU_E_Demand,2030,1,16,16,1.247400000000001
2857,LU_E_Demand,2030,1,17,17,1.749
2858,LU_E_Demand,2030,1,18,18,1.749
2859,LU_E_Demand,2030,1,19,19,1.749
2860,LU_E_Demand,2030,1,20,20,2.703
2861,LU_E_Demand,2030,1,21,21,1.749
2862,LU_E_Demand,2030,1,22,22,0.9381
2863,LU_E_Demand,2030,1,23,23,0.9381
2864,LU_E_Demand,2030,1,24,24,0.9381
2865,LU_E_Demand,2030,2,1,1,0.0
2866,LU_E_Demand,2030,2,2,2,0.0
2867,LU_E_Demand,2030,2,3,3,0.0
2868,LU_E_Demand,2030,2,4,4,0.0
2869,LU_E_Demand,2030,2,5,5,0.0
2870,LU_E_Demand,2030,2,6,6,0.0
2871,LU_E_Demand,2030,2,7,7,0.5841000000000001
2872,LU_E_Demand,2030,2,8,8,0.5841000000000001
2873,LU_E_Demand,2030,2,9,9,0.5841000000000001
2874,LU_E_Demand,2030,2,10,10,0.5841000000000001
2875,LU_E_Demand,2030,2,11,11,0.5841000000000001
2876,LU_E_Demand,2030,2,12,12,0.5841000000000001
2877,LU_E_Demand,2030,2,13,13,0.5841000000000001
2878,LU_E_Demand,2030,2,14,14,0.5841000000000001
2879,LU_E_Demand,2030,2,15,15,0.5841000000000001
2880,LU_E_Demand,2030,2,16,16,0.5841000000000001
2881,LU_E_Demand,2030,2,17,17,0.5841000000000001
2882,LU_E_Demand,2030,2,18,18,0.5841000000000001
2883,LU_E_Demand,2030,2,19,19,0.5841000000000001
2884,LU_E_Demand,2030,2,20,20,0.5841000000000001
2885,LU_E_Demand,2030,2,21,21,0.5841000000000001
2886,LU_E_Demand,2030,2,22,22,0.5841000000000001
2887,LU_E_Demand,2030,2,23,23,0.5841000000000001
2888,LU_E_Demand,2030,2,24,24,0.0
2889,LU_E_Demand,2030,3,1,1,0.0
2890,LU_E_Demand,2030,3,2,2,0.0
2891,LU_E_Demand,2030,3,3,3,0.0
2892,LU_E_Demand,2030,3,4,4,0.0
2893,LU_E_Demand,2030,3,5,5,0.0
2894,LU_E_Demand,2030,3,6,6,0.0
2895,LU_E_Demand,2030,3,7,7,0.0
2896,LU_E_Demand,2030,3,8,8,0.0
2897,LU_E_Demand,2030,3,9,9,0.0
2898,LU_E_Demand,2030,3,10,10,0.0
2899,LU_E_Demand,2030,3,11,11,0.0
2900,LU_E_Demand,2030,3,12,12,0.0
2901,LU_E_Demand,2030,3,13,13,0.0
2902,LU_E_Demand,2030,3,14,14,0.0
2903,LU_E_Demand,2030,3,15,15,0.5133
2904,LU_E_Demand,2030,3,16,16,0.5133
2905,LU_E_Demand,2030,3,17,17,0.5133
2906,LU_E_Demand,2030,3,18,18,0.5133
2907,LU_E_Demand,2030,3,19,19,0.5133
2908,LU_E_Demand,2030,3,20,20,0.5133
2909,LU_E_Demand,2030,3,21,21,0.0
2910,LU_E_Demand,2030,3,22,22,0.0
2911,LU_E_Demand,2030,3,23,23,0.0
2912,LU_E_Demand,2030,3,24,24,0.0
2913,LU_E_Demand,2030,4,1,1,0.0
2914,LU_E_Demand,2030,4,2,2,0.0
2915,LU_E_Demand,2030,4,3,3,0.0
2916,LU_E_Demand,2030,4,4,4,0.0
2917,LU_E_Demand,2030,4,5,5,0.0
2918,LU_E_Demand,2030,4,6,6,0.0
2919,LU_E_Demand,2030,4,7,7,0.4071
2920,LU_E_Demand,2030,4,8,8,0.4071
2921,LU_E_Demand,2030,4,9,9,0.4071
2922,LU_E_Demand,2030,4,10,10,0.4071
2923,LU_E_Demand,2030,4,11,11,0.0
2924,LU_E_Demand,2030,4,12,12,0.0
2925,LU_E_Demand,2030,4,13,13,0.0
2926,LU_E_Demand,2030,4,14,14,0.0
2927,LU_E_Demand,2030,4,15,15,0.0
2928,LU_E_Demand,2030,4,16,16,0.0
2929,LU_E_Demand,2030,4,17,17,0.4071
2930,LU_E_Demand,2030,4,18,18,0.759
2931,LU_E_Demand,2030,4,19,19,0.759
2932,LU_E_Demand,2030,4,20,20,0.4071
2933,LU_E_Demand,2030,4,21,21,0.4071
2934,LU_E_Demand,2030,4,22,22,0.4071
2935,LU_E_Demand,2030,4,23,23,0.4071
2936,LU_E_Demand,2030,4,24,24,0.0
2937,LU_E_Demand,2030,5,1,1,0.0
2938,LU_E_Demand,2030,5,2,2,0.0
2939,LU_E_Demand,2030,5,3,3,0.0
2940,LU_E_Demand,2030,5,4,4,0.0
2941,LU_E_Demand,2030,5,5,5,0.0
2942,LU_E_Demand,2030,5,6,6,0.0
2943,LU_E_Demand,2030,5,7,7,0.0
2944,LU_E_Demand,2030,5,8,8,0.0
2945,LU_E_Demand,2030,5,9,9,0.0
2946,LU_E_Demand,2030,5,10,10,0.0
2947,LU_E_Demand,2030,5,11,11,0.0
2948,LU_E_Demand,2030,5,12,12,0.0
2949,LU_E_Demand,2030,5,13,13,0.0
2950,LU_E_Demand,2030,5,14,14,0.0
2951,LU_E_Demand,2030,5,15,15,0.0
2952,LU_E_Demand,2030,5,16,16,0.0
2953,LU_E_Demand,2030,5,17,17,0.0
2954,LU_E_Demand,2030,5,18,18,0.0
2955,LU_E_Demand,2030,5,19,19,0.0
2956,LU_E_Demand,2030,5,20,20,0.0
2957,LU_E_Demand,2030,5,21,21,0.0
2958,LU_E_Demand,2030,5,22,22,0.0
2959,LU_E_Demand,2030,5,23,23,0.0
2960,LU_E_Demand,2030,5,24,24,0.0
2961,LU_E_Demand,2030,6,1,1,0.3186
2962,LU_E_Demand,2030,6,2,2,0.3186
2963,LU_E_Demand,2030,6,3,3,0.3186
2964,LU_E_Demand,2030,6,4,4,0.3186
2965,LU_E_Demand,2030,6,5,5,0.3186
2966,LU_E_Demand,2030,6,6,6,0.3186
2967,LU_E_Demand,2030,6,7,7,0.3186
2968,LU_E_Demand,2030,6,8,8,0.3186
2969,LU_E_Demand,2030,6,9,9,0.3186
2970,LU_E_Demand,2030,6,10,10,0.3186
2971,LU_E_Demand,2030,6,11,11,0.3186
2972,LU_E_Demand,2030,6,12,12,0.3186
2973,LU_E_Demand,2030,6,13,13,0.3186
2974,LU_E_Demand,2030,6,14,14,0.3186
2975,LU_E_Demand,2030,6,15,15,0.3186
2976,LU_E_Demand,2030,6,16,16,0.3186
2977,LU_E_Demand,2030,6,17,17,0.3186
2978,LU_E_Demand,2030,6,18,18,0.3186
2979,LU_E_Demand,2030,6,19,19,0.3186
2980,LU_E_Demand,2030,6,20,20,0.3186
2981,LU_E_Demand,2030,6,21,21,0.3186
2982,LU_E_Demand,2030,6,22,22,0.3186
2983,LU_E_Demand,2030,6,23,23,0.3186
2984,LU_E_Demand,2030,6,24,24,0.3186
2985,LU_E_Demand,2030,7,1,1,0.6549
2986,LU_E_Demand,2030,7,2,2,0.6549
2987,LU_E_Demand,2030,7,3,3,0.6549
2988,LU_E_Demand,2030,7,4,4,0.6549
2989,LU_E_Demand,2030,7,5,5,0.6549
2990,LU_E_Demand,2030,7,6,6,1.221
2991,LU_E_Demand,2030,7,7,7,1.221
2992,LU_E_Demand,2030,7,8,8,1.221
2993,LU_E_Demand,2030,7,9,9,1.221
2994,LU_E_Demand,2030,7,10,10,1.221
2995,LU_E_Demand,2030,7,11,11,1.8869999999999998
2996,LU_E_Demand,2030,7,12,12,1.8869999999999998
2997,LU_E_Demand,2030,7,13,13,1.221
2998,LU_E_Demand,2030,7,14,14,1.221
2999,LU_E_Demand,2030,7,15,15,1.221
3000,LU_E_Demand,2030,7,16,16,1.221
3001,LU_E_Demand,2030,7,17,17,1.221
3002,LU_E_Demand,2030,7,18,18,1.9656000000000018
3003,LU_E_Demand,2030,7,19,19,1.9656000000000018
3004,LU_E_Demand,2030,7,20,20,1.9656000000000018
3005,LU_E_Demand,2030,7,21,21,1.8869999999999998
3006,LU_E_Demand,2030,7,22,22,0.6549
3007,LU_E_Demand,2030,7,23,23,0.6549
3008,LU_E_Demand,2030,7,24,24,0.6549
3009,LU_E_Demand,2030,8,1,1,0.0
3010,LU_E_Demand,2030,8,2,2,0.0
3011,LU_E_Demand,2030,8,3,3,0.0
3012,LU_E_Demand,2030,8,4,4,0.0
3013,LU_E_Demand,2030,8,5,5,0.0
3014,LU_E_Demand,2030,8,6,6,0.0
3015,LU_E_Demand,2030,8,7,7,0.0
3016,LU_E_Demand,2030,8,8,8,0.0
3017,LU_E_Demand,2030,8,9,9,0.0
3018,LU_E_Demand,2030,8,10,10,0.0
3019,LU_E_Demand,2030,8,11,11,0.0
3020,LU_E_Demand,2030,8,12,12,0.0
3021,LU_E_Demand,2030,8,13,13,0.0
3022,LU_E_Demand,2030,8,14,14,0.0
3023,LU_E_Demand,2030,8,15,15,0.0
3024,LU_E_Demand,2030,8,16,16,0.0
3025,LU_E_Demand,2030,8,17,17,0.0
3026,LU_E_Demand,2030,8,18,18,0.0
3027,LU_E_Demand,2030,8,19,19,0.0
3028,LU_E_Demand,2030,8,20,20,0.0
3029,LU_E_Demand,2030,8,21,21,0.0
3030,LU_E_Demand,2030,8,22,22,0.0
3031,LU_E_Demand,2030,8,23,23,0.0
3032,LU_E_Demand,2030,8,24,24,0.0
3033,LU_E_Demand,2030,9,1,1,0.0
3034,LU_E_Demand,2030,9,2,2,0.0
3035,LU_E_Demand,2030,9,3,3,0.0
3036,LU_E_Demand,2030,9,4,4,0.0
3037,LU_E_Demand,2030,9,5,5,0.0
3038,LU_E_Demand,2030,9,6,6,0.0
3039,LU_E_Demand,2030,9,7,7,0.0
3040,LU_E_Demand,2030,9,8,8,0.0
3041,LU_E_Demand,2030,9,9,9,0.0
3042,LU_E_Demand,2030,9,10,10,0.0
3043,LU_E_Demand,2030,9,11,11,0.0
3044,LU_E_Demand,2030,9,12,12,0.0
3045,LU_E_Demand,2030,9,13,13,0.0
3046,LU_E_Demand,2030,9,14,14,0.0
3047,LU_E_Demand,2030,9,15,15,0.0
3048,LU_E_Demand,2030,9,16,16,0.0
3049,LU_E_Demand,2030,9,17,17,0.0
3050,LU_E_Demand,2030,9,18,18,0.38055000000000005
3051,LU_E_Demand,2030,9,19,19,0.7611
3052,LU_E_Demand,2030,9,20,20,0.7611
3053,LU_E_Demand,2030,9,21,21,0.7611
3054,LU_E_Demand,2030,9,22,22,0.7611
3055,LU_E_Demand,2030,9,23,23,0.0
3056,LU_E_Demand,2030,9,24,24,0.0
3057,LU_E_Demand,2030,10,1,1,0.8142
3058,LU_E_Demand,2030,10,2,2,0.8142
3059,LU_E_Demand,2030,10,3,3,0.8142
3060,LU_E_Demand,2030,10,4,4,0.8142
3061,LU_E_Demand,2030,10,5,5,1.518
3062,LU_E_Demand,2030,10,6,6,1.518
3063,LU_E_Demand,2030,10,7,7,1.518
3064,LU_E_Demand,2030,10,8,8,1.518
3065,LU_E_Demand,2030,10,9,9,1.518
3066,LU_E_Demand,2030,10,10,10,1.518
3067,LU_E_Demand,2030,10,11,11,2.3459999999999996
3068,LU_E_Demand,2030,10,12,12,2.3459999999999996
3069,LU_E_Demand,2030,10,13,13,2.3459999999999996
3070,LU_E_Demand,2030,10,14,14,2.3459999999999996
3071,LU_E_Demand,2030,10,15,15,2.3459999999999996
3072,LU_E_Demand,2030,10,16,16,2.3459999999999996
3073,LU_E_Demand,2030,10,17,17,6.942565705666336
3074,LU_E_Demand,2030,10,18,18,19.38473141133267
3075,LU_E_Demand,2030,10,19,19,2.3459999999999996
3076,LU_E_Demand,2030,10,20,20,1.518
3077,LU_E_Demand,2030,10,21,21,1.518
3078,LU_E_Demand,2030,10,22,22,1.518
3079,LU_E_Demand,2030,10,23,23,0.8142
3080,LU_E_Demand,2030,10,24,24,0.8142
3081,LV_E_Demand,2030,1,1,3,5.247
3082,LV_E_Demand,2030,1,4,6,5.247000000000001
3083,LV_E_Demand,2030,1,7,9,8.386350000000002
3084,LV_E_Demand,2030,1,10,12,8.38635
3085,LV_E_Demand,2030,1,13,15,5.247
3086,LV_E_Demand,2030,1,16,18,5.247000000000001
3087,LV_E_Demand,2030,1,19,21,7.155
3088,LV_E_Demand,2030,1,22,24,5.247
3089,LV_E_Demand,2030,2,1,3,0.0
3090,LV_E_Demand,2030,2,4,6,0.0
3091,LV_E_Demand,2030,2,7,9,0.0
3092,LV_E_Demand,2030,2,10,12,1.7523000000000002
3093,LV_E_Demand,2030,2,13,15,1.7523
3094,LV_E_Demand,2030,2,16,18,1.7523000000000004
3095,LV_E_Demand,2030,2,19,21,1.1682000000000001
3096,LV_E_Demand,2030,2,22,24,0.0
3097,LV_E_Demand,2030,3,1,3,0.0
3098,LV_E_Demand,2030,3,4,6,0.5133
3099,LV_E_Demand,2030,3,7,9,0.0
3100,LV_E_Demand,2030,3,10,12,0.0
3101,LV_E_Demand,2030,3,13,15,0.0
3102,LV_E_Demand,2030,3,16,18,0.0
3103,LV_E_Demand,2030,3,19,21,0.0
3104,LV_E_Demand,2030,3,22,24,0.0
3105,LV_E_Demand,2030,4,1,3,1.2213
3106,LV_E_Demand,2030,4,4,6,1.5732000000000002
3107,LV_E_Demand,2030,4,7,9,1.2213
3108,LV_E_Demand,2030,4,10,12,1.2213
3109,LV_E_Demand,2030,4,13,15,1.2213
3110,LV_E_Demand,2030,4,16,18,1.5732000000000002
3111,LV_E_Demand,2030,4,19,21,2.277
3112,LV_E_Demand,2030,4,22,24,1.2213
3113,LV_E_Demand,2030,5,1,3,0.0
3114,LV_E_Demand,2030,5,4,6,0.0
3115,LV_E_Demand,2030,5,7,9,0.0
3116,LV_E_Demand,2030,5,10,12,0.0
3117,LV_E_Demand,2030,5,13,15,0.0
3118,LV_E_Demand,2030,5,16,18,0.0
3119,LV_E_Demand,2030,5,19,21,0.0
3120,LV_E_Demand,2030,5,22,24,0.0
3121,LV_E_Demand,2030,6,1,3,0.9558
3122,LV_E_Demand,2030,6,4,6,0.9558
3123,LV_E_Demand,2030,6,7,9,0.9558
3124,LV_E_Demand,2030,6,10,12,0.9558
3125,LV_E_Demand,2030,6,13,15,0.9558
3126,LV_E_Demand,2030,6,16,18,1.5066000000000002
3127,LV_E_Demand,2030,6,19,21,1.5066000000000002
3128,LV_E_Demand,2030,6,22,24,0.9558
3129,LV_E_Demand,2030,7,1,3,0.0
3130,LV_E_Demand,2030,7,4,6,1.3098
3131,LV_E_Demand,2030,7,7,9,0.0
3132,LV_E_Demand,2030,7,10,12,0.0
3133,LV_E_Demand,2030,7,13,15,0.0
3134,LV_E_Demand,2030,7,16,18,2.6196
3135,LV_E_Demand,2030,7,19,21,0.0
3136,LV_E_Demand,2030,7,22,24,3.9294000000000002
3137,LV_E_Demand,2030,8,1,3,0.0
3138,LV_E_Demand,2030,8,4,6,0.0
3139,LV_E_Demand,2030,8,7,9,1.6461
3140,LV_E_Demand,2030,8,10,12,0.0
3141,LV_E_Demand,2030,8,13,15,0.0
3142,LV_E_Demand,2030,8,16,18,0.0
3143,LV_E_Demand,2030,8,19,21,2.1948
3144,LV_E_Demand,2030,8,22,24,0.0
3145,LV_E_Demand,2030,9,1,3,2.2832999999999997
3146,LV_E_Demand,2030,9,4,6,2.2833
3147,LV_E_Demand,2030,9,7,9,2.2833
3148,LV_E_Demand,2030,9,10,12,2.2833
3149,LV_E_Demand,2030,9,13,15,2.2833
3150,LV_E_Demand,2030,9,16,18,2.2833
3151,LV_E_Demand,2030,9,19,21,0.0
3152,LV_E_Demand,2030,9,22,24,3.0444
3153,LV_E_Demand,2030,10,1,3,2.4426
3154,LV_E_Demand,2030,10,4,6,4.554
3155,LV_E_Demand,2030,10,7,9,4.554
3156,LV_E_Demand,2030,10,10,12,4.554
3157,LV_E_Demand,2030,10,13,15,4.554
3158,LV_E_Demand,2030,10,16,18,28.04641282266534
3159,LV_E_Demand,2030,10,19,21,4.554
3160,LV_E_Demand,2030,10,22,24,3.9743999999999997
3161,MT_E_Demand,2030,1,1,3,3.6252000000000004
3162,MT_E_Demand,2030,1,4,6,3.6252
3163,MT_E_Demand,2030,1,7,9,5.37476570566634
3164,MT_E_Demand,2030,1,10,12,5.37476570566634
3165,MT_E_Demand,2030,1,13,15,2.8143
3166,MT_E_Demand,2030,1,16,18,2.8143000000000002
3167,MT_E_Demand,2030,1,19,21,7.155
3168,MT_E_Demand,2030,1,22,24,7.154999999999999
3169,MT_E_Demand,2030,2,1,3,1.7523000000000004
3170,MT_E_Demand,2030,2,4,6,1.7523
3171,MT_E_Demand,2030,2,7,9,1.7523000000000002
3172,MT_E_Demand,2030,2,10,12,0.5841000000000001
3173,MT_E_Demand,2030,2,13,15,0.0
3174,MT_E_Demand,2030,2,16,18,1.1682000000000001
3175,MT_E_Demand,2030,2,19,21,1.7523
3176,MT_E_Demand,2030,2,22,24,1.7523000000000004
3177,MT_E_Demand,2030,3,1,3,2.871
3178,MT_E_Demand,2030,3,4,6,2.8710000000000004
3179,MT_E_Demand,2030,3,7,9,5.402699999999999
3180,MT_E_Demand,2030,3,10,12,1.5398999999999998
3181,MT_E_Demand,2030,3,13,15,1.5399
3182,MT_E_Demand,2030,3,16,18,18.296631411332676
3183,MT_E_Demand,2030,3,19,21,13.219131411332675
3184,MT_E_Demand,2030,3,22,24,1.5399
3185,MT_E_Demand,2030,4,1,3,1.2213
3186,MT_E_Demand,2030,4,4,6,1.2213
3187,MT_E_Demand,2030,4,7,9,2.6747999999999985
3188,MT_E_Demand,2030,4,10,12,0.0
3189,MT_E_Demand,2030,4,13,15,1.39725
3190,MT_E_Demand,2030,4,16,18,1.39725
3191,MT_E_Demand,2030,4,19,21,1.5732000000000002
3192,MT_E_Demand,2030,4,22,24,1.5732
3193,MT_E_Demand,2030,5,1,3,2.7612000000000005
3194,MT_E_Demand,2030,5,4,6,2.7611999999999997
3195,MT_E_Demand,2030,5,7,9,2.7612
3196,MT_E_Demand,2030,5,10,12,2.7611999999999997
3197,MT_E_Demand,2030,5,13,15,2.079034294333665
3198,MT_E_Demand,2030,5,16,18,2.7612
3199,MT_E_Demand,2030,5,19,21,3.5568000000000004
3200,MT_E_Demand,2030,5,22,24,3.5568
3201,MT_E_Demand,2030,6,1,3,0.9558
3202,MT_E_Demand,2030,6,4,6,0.9558
3203,MT_E_Demand,2030,6,7,9,0.9558
3204,MT_E_Demand,2030,6,10,12,0.0
3205,MT_E_Demand,2030,6,13,15,0.0
3206,MT_E_Demand,2030,6,16,18,0.6372
3207,MT_E_Demand,2030,6,19,21,0.9558
3208,MT_E_Demand,2030,6,22,24,0.9558
3209,MT_E_Demand,2030,7,1,3,1.9647000000000001
3210,MT_E_Demand,2030,7,4,6,1.9647000000000001
3211,MT_E_Demand,2030,7,7,9,5.0616
3212,MT_E_Demand,2030,7,10,12,0.0
3213,MT_E_Demand,2030,7,13,15,0.0
3214,MT_E_Demand,2030,7,16,18,1.9647000000000001
3215,MT_E_Demand,2030,7,19,21,3.7628999999999997
3216,MT_E_Demand,2030,7,22,24,3.7629
3217,MT_E_Demand,2030,8,1,3,1.6461
3218,MT_E_Demand,2030,8,4,6,1.6461
3219,MT_E_Demand,2030,8,7,9,1.6461000000000001
3220,MT_E_Demand,2030,8,10,12,0.0
3221,MT_E_Demand,2030,8,13,15,0.0
3222,MT_E_Demand,2030,8,16,18,1.6461000000000001
3223,MT_E_Demand,2030,8,19,21,1.6461000000000001
3224,MT_E_Demand,2030,8,22,24,1.6460999999999997
3225,MT_E_Demand,2030,9,1,3,2.2833
3226,MT_E_Demand,2030,9,4,6,2.2832999999999997
3227,MT_E_Demand,2030,9,7,9,2.2833
3228,MT_E_Demand,2030,9,10,12,2.2833
3229,MT_E_Demand,2030,9,13,15,0.0
3230,MT_E_Demand,2030,9,16,18,2.2833
3231,MT_E_Demand,2030,9,19,21,4.3731
3232,MT_E_Demand,2030,9,22,24,4.3731
3233,MT_E_Demand,2030,10,1,3,2.4426
3234,MT_E_Demand,2030,10,4,6,2.4426
3235,MT_E_Demand,2030,10,7,9,6.2928
3236,MT_E_Demand,2030,10,10,12,0.0
3237,MT_E_Demand,2030,10,13,15,3.1464
3238,MT_E_Demand,2030,10,16,18,3.1464000000000003
3239,MT_E_Demand,2030,10,19,21,4.264200000000001
3240,MT_E_Demand,2030,10,22,24,4.264199999999999
3241,NL_E_Demand,2030,1,1,1,0.9381
3242,NL_E_Demand,2030,1,2,2,0.9381
3243,NL_E_Demand,2030,1,3,3,0.9381
3244,NL_E_Demand,2030,1,4,4,0.9381
3245,NL_E_Demand,2030,1,5,5,1.749
3246,NL_E_Demand,2030,1,6,6,1.749
3247,NL_E_Demand,2030,1,7,7,1.749
3248,NL_E_Demand,2030,1,8,8,2.703
3249,NL_E_Demand,2030,1,9,9,2.703
3250,NL_E_Demand,2030,1,10,10,2.703
3251,NL_E_Demand,2030,1,11,11,1.749
3252,NL_E_Demand,2030,1,12,12,2.703
3253,NL_E_Demand,2030,1,13,13,1.749
3254,NL_E_Demand,2030,1,14,14,1.749
3255,NL_E_Demand,2030,1,15,15,1.247400000000001
3256,NL_E_Demand,2030,1,16,16,1.247400000000001
3257,NL_E_Demand,2030,1,17,17,1.749
3258,NL_E_Demand,2030,1,18,18,1.749
3259,NL_E_Demand,2030,1,19,19,1.749
3260,NL_E_Demand,2030,1,20,20,1.749
3261,NL_E_Demand,2030,1,21,21,1.749
3262,NL_E_Demand,2030,1,22,22,0.9381
3263,NL_E_Demand,2030,1,23,23,0.9381
3264,NL_E_Demand,2030,1,24,24,0.9381
3265,NL_E_Demand,2030,2,1,1,0.0
3266,NL_E_Demand,2030,2,2,2,0.0
3267,NL_E_Demand,2030,2,3,3,0.0
3268,NL_E_Demand,2030,2,4,4,0.0
3269,NL_E_Demand,2030,2,5,5,0.0
3270,NL_E_Demand,2030,2,6,6,0.0
3271,NL_E_Demand,2030,2,7,7,0.5841000000000001
3272,NL_E_Demand,2030,2,8,8,0.5841000000000001
3273,NL_E_Demand,2030,2,9,9,0.5841000000000001
3274,NL_E_Demand,2030,2,10,10,0.5841000000000001
3275,NL_E_Demand,2030,2,11,11,0.5841000000000001
3276,NL_E_Demand,2030,2,12,12,0.5841000000000001
3277,NL_E_Demand,2030,2,13,13,0.5841000000000001
3278,NL_E_Demand,2030,2,14,14,0.5841000000000001
3279,NL_E_Demand,2030,2,15,15,0.5841000000000001
3280,NL_E_Demand,2030,2,16,16,0.5841000000000001
3281,NL_E_Demand,2030,2,17,17,0.5841000000000001
3282,NL_E_Demand,2030,2,18,18,0.5841000000000001
3283,NL_E_Demand,2030,2,19,19,0.5841000000000001
3284,NL_E_Demand,2030,2,20,20,0.5841000000000001
3285,NL_E_Demand,2030,2,21,21,0.5841000000000001
3286,NL_E_Demand,2030,2,22,22,0.0
3287,NL_E_Demand,2030,2,23,23,0.0
3288,NL_E_Demand,2030,2,24,24,0.0
3289,NL_E_Demand,2030,3,1,1,0.0
3290,NL_E_Demand,2030,3,2,2,0.0
3291,NL_E_Demand,2030,3,3,3,0.0
3292,NL_E_Demand,2030,3,4,4,0.0
3293,NL_E_Demand,2030,3,5,5,0.0
3294,NL_E_Demand,2030,3,6,6,0.0
3295,NL_E_Demand,2030,3,7,7,0.0
3296,NL_E_Demand,2030,3,8,8,0.0
3297,NL_E_Demand,2030,3,9,9,0.0
3298,NL_E_Demand,2030,3,10,10,0.0
3299,NL_E_Demand,2030,3,11,11,0.0
3300,NL_E_Demand,2030,3,12,12,0.0
3301,NL_E_Demand,2030,3,13,13,0.0
3302,NL_E_Demand,2030,3,14,14,0.0
3303,NL_E_Demand,2030,3,15,15,0.0
3304,NL_E_Demand,2030,3,16,16,0.0
3305,NL_E_Demand,2030,3,17,17,0.0
3306,NL_E_Demand,2030,3,18,18,0.0
3307,NL_E_Demand,2030,3,19,19,0.0
3308,NL_E_Demand,2030,3,20,20,0.0
3309,NL_E_Demand,2030,3,21,21,0.0
3310,NL_E_Demand,2030,3,22,22,0.0
3311,NL_E_Demand,2030,3,23,23,0.0
3312,NL_E_Demand,2030,3,24,24,0.0
3313,NL_E_Demand,2030,4,1,1,0.0
3314,NL_E_Demand,2030,4,2,2,0.0
3315,NL_E_Demand,2030,4,3,3,0.0
