id,asset,year,rep_period,time_block_start,time_block_end,dual_max_input_flows_limit_simple_method
631,CH_Battery,2030,5,15,15,0.0
632,CH_Battery,2030,5,16,16,0.0
633,CH_Battery,2030,5,17,17,0.0
634,CH_Battery,2030,5,18,18,0.0
635,CH_Battery,2030,5,19,19,0.0
636,CH_Battery,2030,5,20,20,0.0
637,CH_Battery,2030,5,21,21,0.0
638,CH_Battery,2030,5,22,22,0.0
639,CH_Battery,2030,5,23,23,0.0
640,CH_Battery,2030,5,24,24,0.0
641,CH_Battery,2030,6,1,1,0.0
642,CH_Battery,2030,6,2,2,0.0
643,CH_Battery,2030,6,3,3,0.0
644,CH_Battery,2030,6,4,4,0.0
645,CH_Battery,2030,6,5,5,0.0
646,CH_Battery,2030,6,6,6,0.0
647,CH_Battery,2030,6,7,7,0.0
648,CH_Battery,2030,6,8,8,0.0
649,CH_Battery,2030,6,9,9,0.0
650,CH_Battery,2030,6,10,10,0.0
651,CH_Battery,2030,6,11,11,0.0
652,CH_Battery,2030,6,12,12,0.0
653,CH_Battery,2030,6,13,13,0.0
654,CH_Battery,2030,6,14,14,0.0
655,CH_Battery,2030,6,15,15,0.0
656,CH_Battery,2030,6,16,16,0.0
657,CH_Battery,2030,6,17,17,0.0
658,CH_Battery,2030,6,18,18,0.0
659,CH_Battery,2030,6,19,19,0.0
660,CH_Battery,2030,6,20,20,0.0
661,CH_Battery,2030,6,21,21,0.0
662,CH_Battery,2030,6,22,22,0.0
663,CH_Battery,2030,6,23,23,0.0
664,CH_Battery,2030,6,24,24,0.0
665,CH_Battery,2030,7,1,1,0.0
666,CH_Battery,2030,7,2,2,0.0
667,CH_Battery,2030,7,3,3,0.0
668,CH_Battery,2030,7,4,4,0.0
669,CH_Battery,2030,7,5,5,0.0
670,CH_Battery,2030,7,6,6,0.0
671,CH_Battery,2030,7,7,7,0.0
672,CH_Battery,2030,7,8,8,0.0
673,CH_Battery,2030,7,9,9,0.0
674,CH_Battery,2030,7,10,10,0.0
675,CH_Battery,2030,7,11,11,0.0
676,CH_Battery,2030,7,12,12,0.0
677,CH_Battery,2030,7,13,13,0.0
678,CH_Battery,2030,7,14,14,0.0
679,CH_Battery,2030,7,15,15,0.0
680,CH_Battery,2030,7,16,16,0.0
681,CH_Battery,2030,7,17,17,0.0
682,CH_Battery,2030,7,18,18,0.0
683,CH_Battery,2030,7,19,19,0.0
684,CH_Battery,2030,7,20,20,0.0
685,CH_Battery,2030,7,21,21,0.0
686,CH_Battery,2030,7,22,22,0.0
687,CH_Battery,2030,7,23,23,0.0
688,CH_Battery,2030,7,24,24,0.0
689,CH_Battery,2030,8,1,1,0.0
690,CH_Battery,2030,8,2,2,0.0
691,CH_Battery,2030,8,3,3,0.0
692,CH_Battery,2030,8,4,4,0.0
693,CH_Battery,2030,8,5,5,0.0
694,CH_Battery,2030,8,6,6,0.0
695,CH_Battery,2030,8,7,7,0.0
696,CH_Battery,2030,8,8,8,0.0
697,CH_Battery,2030,8,9,9,0.0
698,CH_Battery,2030,8,10,10,0.0
699,CH_Battery,2030,8,11,11,0.0
700,CH_Battery,2030,8,12,12,0.0
701,CH_Battery,2030,8,13,13,0.0
702,CH_Battery,2030,8,14,14,0.0
703,CH_Battery,2030,8,15,15,0.0
704,CH_Battery,2030,8,16,16,0.0
705,CH_Battery,2030,8,17,17,0.0
706,CH_Battery,2030,8,18,18,0.0
707,CH_Battery,2030,8,19,19,0.0
708,CH_Battery,2030,8,20,20,0.0
709,CH_Battery,2030,8,21,21,0.0
710,CH_Battery,2030,8,22,22,0.0
711,CH_Battery,2030,8,23,23,0.0
712,CH_Battery,2030,8,24,24,0.0
713,CH_Battery,2030,9,1,1,0.0
714,CH_Battery,2030,9,2,2,0.0
715,CH_Battery,2030,9,3,3,0.0
716,CH_Battery,2030,9,4,4,0.0
717,CH_Battery,2030,9,5,5,0.0
718,CH_Battery,2030,9,6,6,0.0
719,CH_Battery,2030,9,7,7,0.0
720,CH_Battery,2030,9,8,8,0.0
721,CH_Battery,2030,9,9,9,0.0
722,CH_Battery,2030,9,10,10,0.0
723,CH_Battery,2030,9,11,11,0.0
724,CH_Battery,2030,9,12,12,0.0
725,CH_Battery,2030,9,13,13,0.0
726,CH_Battery,2030,9,14,14,0.0
727,CH_Battery,2030,9,15,15,0.0
728,CH_Battery,2030,9,16,16,0.0
729,CH_Battery,2030,9,17,17,0.0
730,CH_Battery,2030,9,18,18,0.0
731,CH_Battery,2030,9,19,19,0.0
732,CH_Battery,2030,9,20,20,0.0
733,CH_Battery,2030,9,21,21,0.0
734,CH_Battery,2030,9,22,22,0.0
735,CH_Battery,2030,9,23,23,0.0
736,CH_Battery,2030,9,24,24,0.0
737,CH_Battery,2030,10,1,1,0.0
738,CH_Battery,2030,10,2,2,0.0
739,CH_Battery,2030,10,3,3,0.0
740,CH_Battery,2030,10,4,4,0.0
741,CH_Battery,2030,10,5,5,0.0
742,CH_Battery,2030,10,6,6,0.0
743,CH_Battery,2030,10,7,7,0.0
744,CH_Battery,2030,10,8,8,0.0
745,CH_Battery,2030,10,9,9,0.0
746,CH_Battery,2030,10,10,10,0.0
747,CH_Battery,2030,10,11,11,0.0
748,CH_Battery,2030,10,12,12,0.0
749,CH_Battery,2030,10,13,13,0.0
750,CH_Battery,2030,10,14,14,0.0
751,CH_Battery,2030,10,15,15,0.0
752,CH_Battery,2030,10,16,16,0.0
753,CH_Battery,2030,10,17,17,0.0
754,CH_Battery,2030,10,18,18,0.0
755,CH_Battery,2030,10,19,19,0.0
756,CH_Battery,2030,10,20,20,0.0
757,CH_Battery,2030,10,21,21,0.0
758,CH_Battery,2030,10,22,22,0.0
759,CH_Battery,2030,10,23,23,0.0
760,CH_Battery,2030,10,24,24,0.0
761,CY_Battery,2030,1,1,3,0.0
762,CY_Battery,2030,1,4,6,0.0
763,CY_Battery,2030,1,7,9,0.0
764,CY_Battery,2030,1,10,12,0.0
765,CY_Battery,2030,1,13,15,0.0
766,CY_Battery,2030,1,16,18,-0.9380999999999995
767,CY_Battery,2030,1,19,21,0.0
768,CY_Battery,2030,1,22,24,0.0
769,CY_Battery,2030,2,1,3,0.0
770,CY_Battery,2030,2,4,6,0.0
771,CY_Battery,2030,2,7,9,0.0
772,CY_Battery,2030,2,10,12,0.0
773,CY_Battery,2030,2,13,15,0.0
774,CY_Battery,2030,2,16,18,0.0
775,CY_Battery,2030,2,19,21,0.0
776,CY_Battery,2030,2,22,24,0.0
777,CY_Battery,2030,3,1,3,0.0
778,CY_Battery,2030,3,4,6,0.0
779,CY_Battery,2030,3,7,9,0.0
780,CY_Battery,2030,3,10,12,0.0
781,CY_Battery,2030,3,13,15,0.0
782,CY_Battery,2030,3,16,18,0.0
783,CY_Battery,2030,3,19,21,0.0
784,CY_Battery,2030,3,22,24,0.0
785,CY_Battery,2030,4,1,3,0.0
786,CY_Battery,2030,4,4,6,0.0
787,CY_Battery,2030,4,7,9,0.0
788,CY_Battery,2030,4,10,12,0.0
789,CY_Battery,2030,4,13,15,0.0
790,CY_Battery,2030,4,16,18,0.0
791,CY_Battery,2030,4,19,21,0.0
792,CY_Battery,2030,4,22,24,0.0
793,CY_Battery,2030,5,1,3,0.0
794,CY_Battery,2030,5,4,6,0.0
795,CY_Battery,2030,5,7,9,0.0
796,CY_Battery,2030,5,10,12,0.0
797,CY_Battery,2030,5,13,15,0.0
798,CY_Battery,2030,5,16,18,0.0
799,CY_Battery,2030,5,19,21,0.0
800,CY_Battery,2030,5,22,24,0.0
801,CY_Battery,2030,6,1,3,0.0
802,CY_Battery,2030,6,4,6,0.0
803,CY_Battery,2030,6,7,9,0.0
804,CY_Battery,2030,6,10,12,0.0
805,CY_Battery,2030,6,13,15,0.0
806,CY_Battery,2030,6,16,18,0.0
807,CY_Battery,2030,6,19,21,0.0
808,CY_Battery,2030,6,22,24,0.0
809,CY_Battery,2030,7,1,3,0.0
810,CY_Battery,2030,7,4,6,0.0
811,CY_Battery,2030,7,7,9,0.0
812,CY_Battery,2030,7,10,12,0.0
813,CY_Battery,2030,7,13,15,0.0
814,CY_Battery,2030,7,16,18,0.0
815,CY_Battery,2030,7,19,21,0.0
816,CY_Battery,2030,7,22,24,0.0
817,CY_Battery,2030,8,1,3,0.0
818,CY_Battery,2030,8,4,6,0.0
819,CY_Battery,2030,8,7,9,0.0
820,CY_Battery,2030,8,10,12,0.0
821,CY_Battery,2030,8,13,15,0.0
822,CY_Battery,2030,8,16,18,0.0
823,CY_Battery,2030,8,19,21,0.0
824,CY_Battery,2030,8,22,24,0.0
825,CY_Battery,2030,9,1,3,0.0
826,CY_Battery,2030,9,4,6,0.0
827,CY_Battery,2030,9,7,9,0.0
828,CY_Battery,2030,9,10,12,0.0
829,CY_Battery,2030,9,13,15,0.0
830,CY_Battery,2030,9,16,18,0.0
831,CY_Battery,2030,9,19,21,0.0
832,CY_Battery,2030,9,22,24,0.0
833,CY_Battery,2030,10,1,3,0.0
834,CY_Battery,2030,10,4,6,0.0
835,CY_Battery,2030,10,7,9,0.0
836,CY_Battery,2030,10,10,12,0.0
837,CY_Battery,2030,10,13,15,0.0
838,CY_Battery,2030,10,16,18,0.0
839,CY_Battery,2030,10,19,21,0.0
840,CY_Battery,2030,10,22,24,0.0
841,CZ_Battery,2030,1,1,1,0.0
842,CZ_Battery,2030,1,2,2,0.0
843,CZ_Battery,2030,1,3,3,0.0
844,CZ_Battery,2030,1,4,4,0.0
845,CZ_Battery,2030,1,5,5,0.0
846,CZ_Battery,2030,1,6,6,0.0
847,CZ_Battery,2030,1,7,7,0.0
848,CZ_Battery,2030,1,8,8,0.0
849,CZ_Battery,2030,1,9,9,0.0
850,CZ_Battery,2030,1,10,10,0.0
851,CZ_Battery,2030,1,11,11,0.0
852,CZ_Battery,2030,1,12,12,0.0
853,CZ_Battery,2030,1,13,13,0.0
854,CZ_Battery,2030,1,14,14,0.0
855,CZ_Battery,2030,1,15,15,0.0
856,CZ_Battery,2030,1,16,16,0.0
857,CZ_Battery,2030,1,17,17,0.0
858,CZ_Battery,2030,1,18,18,0.0
859,CZ_Battery,2030,1,19,19,0.0
860,CZ_Battery,2030,1,20,20,0.0
861,CZ_Battery,2030,1,21,21,0.0
862,CZ_Battery,2030,1,22,22,-1.7649
863,CZ_Battery,2030,1,23,23,0.0
864,CZ_Battery,2030,1,24,24,0.0
865,CZ_Battery,2030,2,1,1,0.0
866,CZ_Battery,2030,2,2,2,0.0
867,CZ_Battery,2030,2,3,3,0.0
868,CZ_Battery,2030,2,4,4,0.0
869,CZ_Battery,2030,2,5,5,0.0
870,CZ_Battery,2030,2,6,6,0.0
871,CZ_Battery,2030,2,7,7,0.0
872,CZ_Battery,2030,2,8,8,0.0
873,CZ_Battery,2030,2,9,9,0.0
874,CZ_Battery,2030,2,10,10,0.0
875,CZ_Battery,2030,2,11,11,0.0
876,CZ_Battery,2030,2,12,12,0.0
877,CZ_Battery,2030,2,13,13,0.0
878,CZ_Battery,2030,2,14,14,0.0
879,CZ_Battery,2030,2,15,15,0.0
880,CZ_Battery,2030,2,16,16,0.0
881,CZ_Battery,2030,2,17,17,0.0
882,CZ_Battery,2030,2,18,18,0.0
883,CZ_Battery,2030,2,19,19,0.0
884,CZ_Battery,2030,2,20,20,0.0
885,CZ_Battery,2030,2,21,21,0.0
886,CZ_Battery,2030,2,22,22,0.0
887,CZ_Battery,2030,2,23,23,0.0
888,CZ_Battery,2030,2,24,24,0.0
889,CZ_Battery,2030,3,1,1,0.0
890,CZ_Battery,2030,3,2,2,0.0
891,CZ_Battery,2030,3,3,3,0.0
892,CZ_Battery,2030,3,4,4,0.0
893,CZ_Battery,2030,3,5,5,0.0
894,CZ_Battery,2030,3,6,6,0.0
895,CZ_Battery,2030,3,7,7,0.0
896,CZ_Battery,2030,3,8,8,0.0
897,CZ_Battery,2030,3,9,9,0.0
898,CZ_Battery,2030,3,10,10,0.0
899,CZ_Battery,2030,3,11,11,0.0
900,CZ_Battery,2030,3,12,12,0.0
901,CZ_Battery,2030,3,13,13,0.0
902,CZ_Battery,2030,3,14,14,0.0
903,CZ_Battery,2030,3,15,15,0.0
904,CZ_Battery,2030,3,16,16,0.0
905,CZ_Battery,2030,3,17,17,0.0
906,CZ_Battery,2030,3,18,18,0.0
907,CZ_Battery,2030,3,19,19,0.0
908,CZ_Battery,2030,3,20,20,0.0
909,CZ_Battery,2030,3,21,21,0.0
910,CZ_Battery,2030,3,22,22,0.0
911,CZ_Battery,2030,3,23,23,0.0
912,CZ_Battery,2030,3,24,24,0.0
913,CZ_Battery,2030,4,1,1,0.0
914,CZ_Battery,2030,4,2,2,0.0
915,CZ_Battery,2030,4,3,3,0.0
916,CZ_Battery,2030,4,4,4,0.0
917,CZ_Battery,2030,4,5,5,0.0
918,CZ_Battery,2030,4,6,6,0.0
919,CZ_Battery,2030,4,7,7,0.0
920,CZ_Battery,2030,4,8,8,0.0
921,CZ_Battery,2030,4,9,9,0.0
922,CZ_Battery,2030,4,10,10,0.0
923,CZ_Battery,2030,4,11,11,0.0
924,CZ_Battery,2030,4,12,12,0.0
925,CZ_Battery,2030,4,13,13,0.0
926,CZ_Battery,2030,4,14,14,0.0
927,CZ_Battery,2030,4,15,15,0.0
928,CZ_Battery,2030,4,16,16,0.0
929,CZ_Battery,2030,4,17,17,0.0
930,CZ_Battery,2030,4,18,18,0.0
931,CZ_Battery,2030,4,19,19,0.0
932,CZ_Battery,2030,4,20,20,0.0
933,CZ_Battery,2030,4,21,21,0.0
934,CZ_Battery,2030,4,22,22,0.0
935,CZ_Battery,2030,4,23,23,0.0
936,CZ_Battery,2030,4,24,24,0.0
937,CZ_Battery,2030,5,1,1,0.0
938,CZ_Battery,2030,5,2,2,0.0
939,CZ_Battery,2030,5,3,3,0.0
940,CZ_Battery,2030,5,4,4,0.0
941,CZ_Battery,2030,5,5,5,0.0
942,CZ_Battery,2030,5,6,6,0.0
943,CZ_Battery,2030,5,7,7,0.0
944,CZ_Battery,2030,5,8,8,0.0
945,CZ_Battery,2030,5,9,9,0.0
946,CZ_Battery,2030,5,10,10,0.0
947,CZ_Battery,2030,5,11,11,0.0
948,CZ_Battery,2030,5,12,12,0.0
949,CZ_Battery,2030,5,13,13,0.0
950,CZ_Battery,2030,5,14,14,0.0
951,CZ_Battery,2030,5,15,15,0.0
952,CZ_Battery,2030,5,16,16,0.0
953,CZ_Battery,2030,5,17,17,0.0
954,CZ_Battery,2030,5,18,18,0.0
955,CZ_Battery,2030,5,19,19,0.0
956,CZ_Battery,2030,5,20,20,0.0
957,CZ_Battery,2030,5,21,21,0.0
958,CZ_Battery,2030,5,22,22,0.0
959,CZ_Battery,2030,5,23,23,0.0
960,CZ_Battery,2030,5,24,24,0.0
961,CZ_Battery,2030,6,1,1,0.0
962,CZ_Battery,2030,6,2,2,0.0
963,CZ_Battery,2030,6,3,3,0.0
964,CZ_Battery,2030,6,4,4,0.0
965,CZ_Battery,2030,6,5,5,0.0
966,CZ_Battery,2030,6,6,6,0.0
967,CZ_Battery,2030,6,7,7,0.0
968,CZ_Battery,2030,6,8,8,0.0
969,CZ_Battery,2030,6,9,9,0.0
970,CZ_Battery,2030,6,10,10,0.0
971,CZ_Battery,2030,6,11,11,0.0
972,CZ_Battery,2030,6,12,12,0.0
973,CZ_Battery,2030,6,13,13,0.0
974,CZ_Battery,2030,6,14,14,0.0
975,CZ_Battery,2030,6,15,15,0.0
976,CZ_Battery,2030,6,16,16,0.0
977,CZ_Battery,2030,6,17,17,0.0
978,CZ_Battery,2030,6,18,18,0.0
979,CZ_Battery,2030,6,19,19,0.0
980,CZ_Battery,2030,6,20,20,0.0
981,CZ_Battery,2030,6,21,21,0.0
982,CZ_Battery,2030,6,22,22,0.0
983,CZ_Battery,2030,6,23,23,0.0
984,CZ_Battery,2030,6,24,24,0.0
985,CZ_Battery,2030,7,1,1,0.0
986,CZ_Battery,2030,7,2,2,0.0
987,CZ_Battery,2030,7,3,3,0.0
988,CZ_Battery,2030,7,4,4,0.0
989,CZ_Battery,2030,7,5,5,0.0
990,CZ_Battery,2030,7,6,6,0.0
991,CZ_Battery,2030,7,7,7,0.0
992,CZ_Battery,2030,7,8,8,0.0
993,CZ_Battery,2030,7,9,9,0.0
994,CZ_Battery,2030,7,10,10,0.0
995,CZ_Battery,2030,7,11,11,0.0
996,CZ_Battery,2030,7,12,12,0.0
997,CZ_Battery,2030,7,13,13,0.0
998,CZ_Battery,2030,7,14,14,0.0
999,CZ_Battery,2030,7,15,15,0.0
1000,CZ_Battery,2030,7,16,16,0.0
1001,CZ_Battery,2030,7,17,17,0.0
1002,CZ_Battery,2030,7,18,18,0.0
1003,CZ_Battery,2030,7,19,19,0.0
1004,CZ_Battery,2030,7,20,20,0.0
1005,CZ_Battery,2030,7,21,21,0.0
1006,CZ_Battery,2030,7,22,22,0.0
1007,CZ_Battery,2030,7,23,23,0.0
1008,CZ_Battery,2030,7,24,24,0.0
1009,CZ_Battery,2030,8,1,1,0.0
1010,CZ_Battery,2030,8,2,2,0.0
1011,CZ_Battery,2030,8,3,3,0.0
1012,CZ_Battery,2030,8,4,4,0.0
1013,CZ_Battery,2030,8,5,5,0.0
1014,CZ_Battery,2030,8,6,6,0.0
1015,CZ_Battery,2030,8,7,7,0.0
1016,CZ_Battery,2030,8,8,8,0.0
1017,CZ_Battery,2030,8,9,9,0.0
1018,CZ_Battery,2030,8,10,10,0.0
1019,CZ_Battery,2030,8,11,11,0.0
1020,CZ_Battery,2030,8,12,12,0.0
1021,CZ_Battery,2030,8,13,13,0.0
1022,CZ_Battery,2030,8,14,14,0.0
1023,CZ_Battery,2030,8,15,15,0.0
1024,CZ_Battery,2030,8,16,16,0.0
1025,CZ_Battery,2030,8,17,17,2.220446049250313e-16
1026,CZ_Battery,2030,8,18,18,0.0
1027,CZ_Battery,2030,8,19,19,0.0
1028,CZ_Battery,2030,8,20,20,0.0
1029,CZ_Battery,2030,8,21,21,0.0
1030,CZ_Battery,2030,8,22,22,0.0
1031,CZ_Battery,2030,8,23,23,0.0
1032,CZ_Battery,2030,8,24,24,0.0
1033,CZ_Battery,2030,9,1,1,0.0
1034,CZ_Battery,2030,9,2,2,0.0
1035,CZ_Battery,2030,9,3,3,0.0
1036,CZ_Battery,2030,9,4,4,0.0
1037,CZ_Battery,2030,9,5,5,0.0
1038,CZ_Battery,2030,9,6,6,0.0
1039,CZ_Battery,2030,9,7,7,0.0
1040,CZ_Battery,2030,9,8,8,0.0
1041,CZ_Battery,2030,9,9,9,0.0
1042,CZ_Battery,2030,9,10,10,0.0
1043,CZ_Battery,2030,9,11,11,0.0
1044,CZ_Battery,2030,9,12,12,0.0
1045,CZ_Battery,2030,9,13,13,0.0
1046,CZ_Battery,2030,9,14,14,0.0
1047,CZ_Battery,2030,9,15,15,0.0
1048,CZ_Battery,2030,9,16,16,0.0
1049,CZ_Battery,2030,9,17,17,0.0
1050,CZ_Battery,2030,9,18,18,0.0
1051,CZ_Battery,2030,9,19,19,0.0
1052,CZ_Battery,2030,9,20,20,0.0
1053,CZ_Battery,2030,9,21,21,0.0
1054,CZ_Battery,2030,9,22,22,0.0
1055,CZ_Battery,2030,9,23,23,0.0
1056,CZ_Battery,2030,9,24,24,0.0
1057,CZ_Battery,2030,10,1,1,0.0
1058,CZ_Battery,2030,10,2,2,0.0
1059,CZ_Battery,2030,10,3,3,0.0
1060,CZ_Battery,2030,10,4,4,0.0
1061,CZ_Battery,2030,10,5,5,0.0
1062,CZ_Battery,2030,10,6,6,0.0
1063,CZ_Battery,2030,10,7,7,0.0
1064,CZ_Battery,2030,10,8,8,0.0
1065,CZ_Battery,2030,10,9,9,0.0
1066,CZ_Battery,2030,10,10,10,0.0
1067,CZ_Battery,2030,10,11,11,-0.5519999999999996
1068,CZ_Battery,2030,10,12,12,0.0
1069,CZ_Battery,2030,10,13,13,0.0
1070,CZ_Battery,2030,10,14,14,0.0
1071,CZ_Battery,2030,10,15,15,0.0
1072,CZ_Battery,2030,10,16,16,0.0
1073,CZ_Battery,2030,10,17,17,0.0
1074,CZ_Battery,2030,10,18,18,0.0
1075,CZ_Battery,2030,10,19,19,0.0
1076,CZ_Battery,2030,10,20,20,-0.7886510188690015
1077,CZ_Battery,2030,10,21,21,0.0
1078,CZ_Battery,2030,10,22,22,0.0
1079,CZ_Battery,2030,10,23,23,0.0
1080,CZ_Battery,2030,10,24,24,0.0
1081,DE_Battery,2030,1,1,1,0.0
1082,DE_Battery,2030,1,2,2,0.0
1083,DE_Battery,2030,1,3,3,0.0
1084,DE_Battery,2030,1,4,4,0.0
1085,DE_Battery,2030,1,5,5,0.0
1086,DE_Battery,2030,1,6,6,0.0
1087,DE_Battery,2030,1,7,7,0.0
1088,DE_Battery,2030,1,8,8,0.0
1089,DE_Battery,2030,1,9,9,0.0
1090,DE_Battery,2030,1,10,10,0.0
1091,DE_Battery,2030,1,11,11,0.0
1092,DE_Battery,2030,1,12,12,0.0
1093,DE_Battery,2030,1,13,13,0.0
1094,DE_Battery,2030,1,14,14,0.0
1095,DE_Battery,2030,1,15,15,-0.17202286288910773
1096,DE_Battery,2030,1,16,16,-0.17202286288910773
1097,DE_Battery,2030,1,17,17,0.0
1098,DE_Battery,2030,1,18,18,0.0
1099,DE_Battery,2030,1,19,19,0.0
1100,DE_Battery,2030,1,20,20,0.0
1101,DE_Battery,2030,1,21,21,0.0
1102,DE_Battery,2030,1,22,22,0.0
1103,DE_Battery,2030,1,23,23,0.0
1104,DE_Battery,2030,1,24,24,0.0
1105,DE_Battery,2030,2,1,1,0.0
1106,DE_Battery,2030,2,2,2,0.0
1107,DE_Battery,2030,2,3,3,0.0
1108,DE_Battery,2030,2,4,4,0.0
1109,DE_Battery,2030,2,5,5,0.0
1110,DE_Battery,2030,2,6,6,0.0
1111,DE_Battery,2030,2,7,7,0.0
1112,DE_Battery,2030,2,8,8,0.0
1113,DE_Battery,2030,2,9,9,0.0
1114,DE_Battery,2030,2,10,10,0.0
1115,DE_Battery,2030,2,11,11,0.0
1116,DE_Battery,2030,2,12,12,0.0
1117,DE_Battery,2030,2,13,13,0.0
1118,DE_Battery,2030,2,14,14,0.0
1119,DE_Battery,2030,2,15,15,0.0
1120,DE_Battery,2030,2,16,16,0.0
1121,DE_Battery,2030,2,17,17,0.0
1122,DE_Battery,2030,2,18,18,0.0
1123,DE_Battery,2030,2,19,19,0.0
1124,DE_Battery,2030,2,20,20,0.0
1125,DE_Battery,2030,2,21,21,0.0
1126,DE_Battery,2030,2,22,22,0.0
1127,DE_Battery,2030,2,23,23,0.0
1128,DE_Battery,2030,2,24,24,0.0
1129,DE_Battery,2030,3,1,1,0.0
1130,DE_Battery,2030,3,2,2,0.0
1131,DE_Battery,2030,3,3,3,0.0
1132,DE_Battery,2030,3,4,4,0.0
1133,DE_Battery,2030,3,5,5,0.0
1134,DE_Battery,2030,3,6,6,0.0
1135,DE_Battery,2030,3,7,7,0.0
1136,DE_Battery,2030,3,8,8,0.0
1137,DE_Battery,2030,3,9,9,0.0
1138,DE_Battery,2030,3,10,10,0.0
1139,DE_Battery,2030,3,11,11,0.0
1140,DE_Battery,2030,3,12,12,0.0
1141,DE_Battery,2030,3,13,13,0.0
1142,DE_Battery,2030,3,14,14,0.0
1143,DE_Battery,2030,3,15,15,0.0
1144,DE_Battery,2030,3,16,16,0.0
1145,DE_Battery,2030,3,17,17,0.0
1146,DE_Battery,2030,3,18,18,0.0
1147,DE_Battery,2030,3,19,19,0.0
1148,DE_Battery,2030,3,20,20,0.0
1149,DE_Battery,2030,3,21,21,0.0
1150,DE_Battery,2030,3,22,22,0.0
1151,DE_Battery,2030,3,23,23,0.0
1152,DE_Battery,2030,3,24,24,0.0
1153,DE_Battery,2030,4,1,1,0.0
1154,DE_Battery,2030,4,2,2,0.0
1155,DE_Battery,2030,4,3,3,0.0
1156,DE_Battery,2030,4,4,4,0.0
1157,DE_Battery,2030,4,5,5,0.0
1158,DE_Battery,2030,4,6,6,0.0
1159,DE_Battery,2030,4,7,7,0.0
1160,DE_Battery,2030,4,8,8,0.0
1161,DE_Battery,2030,4,9,9,0.0
1162,DE_Battery,2030,4,10,10,0.0
1163,DE_Battery,2030,4,11,11,0.0
1164,DE_Battery,2030,4,12,12,0.0
1165,DE_Battery,2030,4,13,13,0.0
1166,DE_Battery,2030,4,14,14,0.0
1167,DE_Battery,2030,4,15,15,0.0
1168,DE_Battery,2030,4,16,16,0.0
1169,DE_Battery,2030,4,17,17,0.0
1170,DE_Battery,2030,4,18,18,0.0
1171,DE_Battery,2030,4,19,19,0.0
1172,DE_Battery,2030,4,20,20,0.0
1173,DE_Battery,2030,4,21,21,0.0
1174,DE_Battery,2030,4,22,22,0.0
1175,DE_Battery,2030,4,23,23,0.0
1176,DE_Battery,2030,4,24,24,0.0
1177,DE_Battery,2030,5,1,1,0.0
1178,DE_Battery,2030,5,2,2,0.0
1179,DE_Battery,2030,5,3,3,0.0
1180,DE_Battery,2030,5,4,4,0.0
1181,DE_Battery,2030,5,5,5,0.0
1182,DE_Battery,2030,5,6,6,0.0
1183,DE_Battery,2030,5,7,7,0.0
1184,DE_Battery,2030,5,8,8,0.0
1185,DE_Battery,2030,5,9,9,0.0
1186,DE_Battery,2030,5,10,10,0.0
1187,DE_Battery,2030,5,11,11,0.0
1188,DE_Battery,2030,5,12,12,0.0
1189,DE_Battery,2030,5,13,13,0.0
1190,DE_Battery,2030,5,14,14,0.0
1191,DE_Battery,2030,5,15,15,0.0
1192,DE_Battery,2030,5,16,16,0.0
1193,DE_Battery,2030,5,17,17,0.0
1194,DE_Battery,2030,5,18,18,0.0
1195,DE_Battery,2030,5,19,19,0.0
1196,DE_Battery,2030,5,20,20,0.0
1197,DE_Battery,2030,5,21,21,0.0
1198,DE_Battery,2030,5,22,22,0.0
1199,DE_Battery,2030,5,23,23,0.0
1200,DE_Battery,2030,5,24,24,0.0
1201,DE_Battery,2030,6,1,1,0.0
1202,DE_Battery,2030,6,2,2,0.0
1203,DE_Battery,2030,6,3,3,0.0
1204,DE_Battery,2030,6,4,4,0.0
1205,DE_Battery,2030,6,5,5,0.0
1206,DE_Battery,2030,6,6,6,0.0
1207,DE_Battery,2030,6,7,7,0.0
1208,DE_Battery,2030,6,8,8,0.0
1209,DE_Battery,2030,6,9,9,0.0
1210,DE_Battery,2030,6,10,10,0.0
1211,DE_Battery,2030,6,11,11,0.0
1212,DE_Battery,2030,6,12,12,0.0
1213,DE_Battery,2030,6,13,13,0.0
1214,DE_Battery,2030,6,14,14,0.0
1215,DE_Battery,2030,6,15,15,0.0
1216,DE_Battery,2030,6,16,16,0.0
1217,DE_Battery,2030,6,17,17,0.0
1218,DE_Battery,2030,6,18,18,0.0
1219,DE_Battery,2030,6,19,19,0.0
1220,DE_Battery,2030,6,20,20,0.0
1221,DE_Battery,2030,6,21,21,0.0
1222,DE_Battery,2030,6,22,22,0.0
1223,DE_Battery,2030,6,23,23,0.0
1224,DE_Battery,2030,6,24,24,0.0
1225,DE_Battery,2030,7,1,1,0.0
1226,DE_Battery,2030,7,2,2,0.0
1227,DE_Battery,2030,7,3,3,0.0
1228,DE_Battery,2030,7,4,4,0.0
1229,DE_Battery,2030,7,5,5,0.0
1230,DE_Battery,2030,7,6,6,0.0
1231,DE_Battery,2030,7,7,7,0.0
1232,DE_Battery,2030,7,8,8,0.0
1233,DE_Battery,2030,7,9,9,0.0
1234,DE_Battery,2030,7,10,10,0.0
1235,DE_Battery,2030,7,11,11,0.0
1236,DE_Battery,2030,7,12,12,0.0
1237,DE_Battery,2030,7,13,13,0.0
1238,DE_Battery,2030,7,14,14,0.0
1239,DE_Battery,2030,7,15,15,0.0
1240,DE_Battery,2030,7,16,16,0.0
