id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
1,AT_Balance,2030,1,1,1,0.9381
2,AT_Balance,2030,1,2,2,0.9381
3,AT_Balance,2030,1,3,3,0.9381
4,AT_Balance,2030,1,4,4,0.9381
5,AT_Balance,2030,1,5,5,1.749
6,AT_Balance,2030,1,6,6,1.749
7,AT_Balance,2030,1,7,7,2.703
8,AT_Balance,2030,1,8,8,2.703
9,AT_Balance,2030,1,9,9,1.749
10,AT_Balance,2030,1,10,10,1.749
11,AT_Balance,2030,1,11,11,0.9381
12,AT_Balance,2030,1,12,12,1.749
13,AT_Balance,2030,1,13,13,1.749
14,AT_Balance,2030,1,14,14,1.749
15,AT_Balance,2030,1,15,15,0.9381
16,AT_Balance,2030,1,16,16,0.9381
17,AT_Balance,2030,1,17,17,1.749
18,AT_Balance,2030,1,18,18,1.749
19,AT_Balance,2030,1,19,19,2.703
20,AT_Balance,2030,1,20,20,2.703
21,AT_Balance,2030,1,21,21,2.703
22,AT_Balance,2030,1,22,22,0.9380999999999999
23,AT_Balance,2030,1,23,23,0.9381
24,AT_Balance,2030,1,24,24,0.9381
25,AT_Balance,2030,2,1,1,0.0
26,AT_Balance,2030,2,2,2,0.0
27,AT_Balance,2030,2,3,3,0.0
28,AT_Balance,2030,2,4,4,0.0
29,AT_Balance,2030,2,5,5,0.0
30,AT_Balance,2030,2,6,6,0.0
31,AT_Balance,2030,2,7,7,0.0
32,AT_Balance,2030,2,8,8,0.0
33,AT_Balance,2030,2,9,9,0.0
34,AT_Balance,2030,2,10,10,0.0
35,AT_Balance,2030,2,11,11,0.0
36,AT_Balance,2030,2,12,12,0.0
37,AT_Balance,2030,2,13,13,0.0
38,AT_Balance,2030,2,14,14,0.0
39,AT_Balance,2030,2,15,15,0.0
40,AT_Balance,2030,2,16,16,0.0
41,AT_Balance,2030,2,17,17,0.0
42,AT_Balance,2030,2,18,18,0.0
43,AT_Balance,2030,2,19,19,0.0
44,AT_Balance,2030,2,20,20,0.0
45,AT_Balance,2030,2,21,21,0.0
46,AT_Balance,2030,2,22,22,0.0
47,AT_Balance,2030,2,23,23,0.0
48,AT_Balance,2030,2,24,24,0.0
49,AT_Balance,2030,3,1,1,1.1570999999999998
50,AT_Balance,2030,3,2,2,1.1570999999999998
51,AT_Balance,2030,3,3,3,0.5133
52,AT_Balance,2030,3,4,4,0.5133
53,AT_Balance,2030,3,5,5,1.1570999999999998
54,AT_Balance,2030,3,6,6,1.1570999999999998
55,AT_Balance,2030,3,7,7,1.4789999999999999
56,AT_Balance,2030,3,8,8,1.4789999999999999
57,AT_Balance,2030,3,9,9,1.4789999999999999
58,AT_Balance,2030,3,10,10,1.4789999999999999
59,AT_Balance,2030,3,11,11,0.5133
60,AT_Balance,2030,3,12,12,0.5133
61,AT_Balance,2030,3,13,13,1.2954197937122167
62,AT_Balance,2030,3,14,14,1.2954197937122167
63,AT_Balance,2030,3,15,15,1.4789999999999999
64,AT_Balance,2030,3,16,16,1.4789999999999999
65,AT_Balance,2030,3,17,17,1.662580206287783
66,AT_Balance,2030,3,18,18,3.693098968561081
67,AT_Balance,2030,3,19,19,3.6930989685610816
68,AT_Balance,2030,3,20,20,1.662580206287783
69,AT_Balance,2030,3,21,21,1.4789999999999999
70,AT_Balance,2030,3,22,22,1.4789999999999999
71,AT_Balance,2030,3,23,23,0.9570000000000001
72,AT_Balance,2030,3,24,24,0.9570000000000001
73,AT_Balance,2030,4,1,1,0.4071
74,AT_Balance,2030,4,2,2,0.4071
75,AT_Balance,2030,4,3,3,0.4071
76,AT_Balance,2030,4,4,4,0.4071
77,AT_Balance,2030,4,5,5,0.4071
78,AT_Balance,2030,4,6,6,0.4071
79,AT_Balance,2030,4,7,7,0.4071
80,AT_Balance,2030,4,8,8,0.4071
81,AT_Balance,2030,4,9,9,0.4071
82,AT_Balance,2030,4,10,10,0.4071
83,AT_Balance,2030,4,11,11,0.4071
84,AT_Balance,2030,4,12,12,0.4071
85,AT_Balance,2030,4,13,13,0.4071
86,AT_Balance,2030,4,14,14,0.4071
87,AT_Balance,2030,4,15,15,0.4071
88,AT_Balance,2030,4,16,16,0.4071
89,AT_Balance,2030,4,17,17,0.4071
90,AT_Balance,2030,4,18,18,0.4071
91,AT_Balance,2030,4,19,19,0.4071
92,AT_Balance,2030,4,20,20,0.4071
93,AT_Balance,2030,4,21,21,0.4071
94,AT_Balance,2030,4,22,22,0.4071
95,AT_Balance,2030,4,23,23,0.4071
96,AT_Balance,2030,4,24,24,0.4071
97,AT_Balance,2030,5,1,1,0.0
98,AT_Balance,2030,5,2,2,0.0
99,AT_Balance,2030,5,3,3,0.0
100,AT_Balance,2030,5,4,4,0.0
101,AT_Balance,2030,5,5,5,0.0
102,AT_Balance,2030,5,6,6,0.0
103,AT_Balance,2030,5,7,7,0.0
104,AT_Balance,2030,5,8,8,0.0
105,AT_Balance,2030,5,9,9,0.0
106,AT_Balance,2030,5,10,10,0.0
107,AT_Balance,2030,5,11,11,0.0
108,AT_Balance,2030,5,12,12,0.0
109,AT_Balance,2030,5,13,13,0.0
110,AT_Balance,2030,5,14,14,0.0
111,AT_Balance,2030,5,15,15,0.0
112,AT_Balance,2030,5,16,16,0.0
113,AT_Balance,2030,5,17,17,0.0
114,AT_Balance,2030,5,18,18,0.0
115,AT_Balance,2030,5,19,19,0.0
116,AT_Balance,2030,5,20,20,0.0
117,AT_Balance,2030,5,21,21,0.0
118,AT_Balance,2030,5,22,22,0.0
119,AT_Balance,2030,5,23,23,0.0
120,AT_Balance,2030,5,24,24,0.0
121,AT_Balance,2030,6,1,1,0.3186
122,AT_Balance,2030,6,2,2,0.3186
123,AT_Balance,2030,6,3,3,0.3186
124,AT_Balance,2030,6,4,4,0.3186
125,AT_Balance,2030,6,5,5,0.3186
126,AT_Balance,2030,6,6,6,0.3186
127,AT_Balance,2030,6,7,7,0.3186
128,AT_Balance,2030,6,8,8,0.3186
129,AT_Balance,2030,6,9,9,0.1593
130,AT_Balance,2030,6,10,10,0.1593
131,AT_Balance,2030,6,11,11,0.0
132,AT_Balance,2030,6,12,12,0.0
133,AT_Balance,2030,6,13,13,0.0
134,AT_Balance,2030,6,14,14,0.0
135,AT_Balance,2030,6,15,15,0.1593
136,AT_Balance,2030,6,16,16,0.1593
137,AT_Balance,2030,6,17,17,0.3186
138,AT_Balance,2030,6,18,18,0.3186
139,AT_Balance,2030,6,19,19,0.3186
140,AT_Balance,2030,6,20,20,0.3186
141,AT_Balance,2030,6,21,21,0.3186
142,AT_Balance,2030,6,22,22,0.3186
143,AT_Balance,2030,6,23,23,0.0
144,AT_Balance,2030,6,24,24,0.0
145,AT_Balance,2030,7,1,1,0.6549
146,AT_Balance,2030,7,2,2,0.6549
147,AT_Balance,2030,7,3,3,0.6549
148,AT_Balance,2030,7,4,4,0.6549
149,AT_Balance,2030,7,5,5,0.08879999999999999
150,AT_Balance,2030,7,6,6,1.221
151,AT_Balance,2030,7,7,7,0.6549
152,AT_Balance,2030,7,8,8,0.6549
153,AT_Balance,2030,7,9,9,0.6549
154,AT_Balance,2030,7,10,10,0.6549
155,AT_Balance,2030,7,11,11,0.6549
156,AT_Balance,2030,7,12,12,0.6549
157,AT_Balance,2030,7,13,13,0.6549
158,AT_Balance,2030,7,14,14,0.6549
159,AT_Balance,2030,7,15,15,0.6549
160,AT_Balance,2030,7,16,16,0.6549
161,AT_Balance,2030,7,17,17,0.6549
162,AT_Balance,2030,7,18,18,0.6549
163,AT_Balance,2030,7,19,19,1.3097999999999999
164,AT_Balance,2030,7,20,20,1.3097999999999999
165,AT_Balance,2030,7,21,21,0.6549
166,AT_Balance,2030,7,22,22,0.6549
167,AT_Balance,2030,7,23,23,0.6549
168,AT_Balance,2030,7,24,24,0.6549
169,AT_Balance,2030,8,1,1,0.5487
170,AT_Balance,2030,8,2,2,0.5487
171,AT_Balance,2030,8,3,3,0.27435
172,AT_Balance,2030,8,4,4,0.27435
173,AT_Balance,2030,8,5,5,0.5487
174,AT_Balance,2030,8,6,6,0.5487
175,AT_Balance,2030,8,7,7,0.5487
176,AT_Balance,2030,8,8,8,0.5487
177,AT_Balance,2030,8,9,9,1.5475151094288502
178,AT_Balance,2030,8,10,10,0.5487
179,AT_Balance,2030,8,11,11,0.0
180,AT_Balance,2030,8,12,12,0.02663824569235196
181,AT_Balance,2030,8,13,13,0.0
182,AT_Balance,2030,8,14,14,0.0
183,AT_Balance,2030,8,15,15,0.27435000000000004
184,AT_Balance,2030,8,16,16,0.27435000000000004
185,AT_Balance,2030,8,17,17,0.5487
186,AT_Balance,2030,8,18,18,0.5487
187,AT_Balance,2030,8,19,19,0.5487
188,AT_Balance,2030,8,20,20,0.5487000000000002
189,AT_Balance,2030,8,21,21,0.5487
190,AT_Balance,2030,8,22,22,0.5487
191,AT_Balance,2030,8,23,23,0.5487
192,AT_Balance,2030,8,24,24,0.5487
193,AT_Balance,2030,9,1,1,0.0
194,AT_Balance,2030,9,2,2,0.0
195,AT_Balance,2030,9,3,3,0.0
196,AT_Balance,2030,9,4,4,0.0
197,AT_Balance,2030,9,5,5,0.0
198,AT_Balance,2030,9,6,6,0.0
199,AT_Balance,2030,9,7,7,0.7611
200,AT_Balance,2030,9,8,8,0.7611
201,AT_Balance,2030,9,9,9,0.7611
202,AT_Balance,2030,9,10,10,0.7611
203,AT_Balance,2030,9,11,11,0.7611
204,AT_Balance,2030,9,12,12,0.7611
205,AT_Balance,2030,9,13,13,1.5222
206,AT_Balance,2030,9,14,14,0.0
207,AT_Balance,2030,9,15,15,0.0
208,AT_Balance,2030,9,16,16,0.0
209,AT_Balance,2030,9,17,17,0.7611
210,AT_Balance,2030,9,18,18,0.7611
211,AT_Balance,2030,9,19,19,0.7611
212,AT_Balance,2030,9,20,20,0.7611
213,AT_Balance,2030,9,21,21,0.7611
214,AT_Balance,2030,9,22,22,0.7611
215,AT_Balance,2030,9,23,23,0.0
216,AT_Balance,2030,9,24,24,0.0
217,AT_Balance,2030,10,1,1,0.8142
218,AT_Balance,2030,10,2,2,0.8142
219,AT_Balance,2030,10,3,3,0.8142
220,AT_Balance,2030,10,4,4,0.8142
221,AT_Balance,2030,10,5,5,0.8142
222,AT_Balance,2030,10,6,6,0.8142
223,AT_Balance,2030,10,7,7,0.8142
224,AT_Balance,2030,10,8,8,1.518
225,AT_Balance,2030,10,9,9,1.4627761928704632
226,AT_Balance,2030,10,10,10,1.518
227,AT_Balance,2030,10,11,11,0.8142
228,AT_Balance,2030,10,12,12,0.8142
229,AT_Balance,2030,10,13,13,2.3459999999999996
230,AT_Balance,2030,10,14,14,0.8142
231,AT_Balance,2030,10,15,15,0.8142
232,AT_Balance,2030,10,16,16,0.8142
233,AT_Balance,2030,10,17,17,2.3459999999999996
234,AT_Balance,2030,10,18,18,2.3459999999999996
235,AT_Balance,2030,10,19,19,2.6161255094345006
236,AT_Balance,2030,10,20,20,1.8274744905654994
237,AT_Balance,2030,10,21,21,1.5180000000000002
238,AT_Balance,2030,10,22,22,1.5180000000000002
239,AT_Balance,2030,10,23,23,0.8142
240,AT_Balance,2030,10,24,24,0.8142
241,BE_Balance,2030,1,1,1,0.9381
242,BE_Balance,2030,1,2,2,0.9381
243,BE_Balance,2030,1,3,3,0.9381
244,BE_Balance,2030,1,4,4,0.9381
245,BE_Balance,2030,1,5,5,1.749
246,BE_Balance,2030,1,6,6,1.749
247,BE_Balance,2030,1,7,7,1.749
248,BE_Balance,2030,1,8,8,1.749
249,BE_Balance,2030,1,9,9,2.703
250,BE_Balance,2030,1,10,10,2.703
251,BE_Balance,2030,1,11,11,1.749
252,BE_Balance,2030,1,12,12,1.749
253,BE_Balance,2030,1,13,13,1.749
254,BE_Balance,2030,1,14,14,1.749
255,BE_Balance,2030,1,15,15,0.9381
256,BE_Balance,2030,1,16,16,0.9381
257,BE_Balance,2030,1,17,17,1.749
258,BE_Balance,2030,1,18,18,1.749
259,BE_Balance,2030,1,19,19,1.749
260,BE_Balance,2030,1,20,20,1.749
261,BE_Balance,2030,1,21,21,1.749
262,BE_Balance,2030,1,22,22,0.9381
263,BE_Balance,2030,1,23,23,0.9381
264,BE_Balance,2030,1,24,24,0.9381
265,BE_Balance,2030,2,1,1,0.0
266,BE_Balance,2030,2,2,2,0.0
267,BE_Balance,2030,2,3,3,0.0
268,BE_Balance,2030,2,4,4,0.0
269,BE_Balance,2030,2,5,5,0.0
270,BE_Balance,2030,2,6,6,0.0
271,BE_Balance,2030,2,7,7,0.5841000000000001
272,BE_Balance,2030,2,8,8,0.5841000000000001
273,BE_Balance,2030,2,9,9,0.5841000000000001
274,BE_Balance,2030,2,10,10,0.5841000000000001
275,BE_Balance,2030,2,11,11,0.5841000000000001
276,BE_Balance,2030,2,12,12,0.5841000000000001
277,BE_Balance,2030,2,13,13,0.5841000000000001
278,BE_Balance,2030,2,14,14,0.5841000000000001
279,BE_Balance,2030,2,15,15,0.5841000000000001
280,BE_Balance,2030,2,16,16,0.5841000000000001
281,BE_Balance,2030,2,17,17,0.5841000000000001
282,BE_Balance,2030,2,18,18,0.5841000000000001
283,BE_Balance,2030,2,19,19,0.5841000000000001
284,BE_Balance,2030,2,20,20,0.5841000000000001
285,BE_Balance,2030,2,21,21,0.5841000000000001
286,BE_Balance,2030,2,22,22,0.5841000000000001
287,BE_Balance,2030,2,23,23,0.5841000000000001
288,BE_Balance,2030,2,24,24,0.5841000000000001
289,BE_Balance,2030,3,1,1,0.0
290,BE_Balance,2030,3,2,2,0.0
291,BE_Balance,2030,3,3,3,0.0
292,BE_Balance,2030,3,4,4,0.0
293,BE_Balance,2030,3,5,5,0.0
294,BE_Balance,2030,3,6,6,0.0
295,BE_Balance,2030,3,7,7,0.0
296,BE_Balance,2030,3,8,8,0.0
297,BE_Balance,2030,3,9,9,0.0
298,BE_Balance,2030,3,10,10,0.0
299,BE_Balance,2030,3,11,11,0.0
300,BE_Balance,2030,3,12,12,0.0
301,BE_Balance,2030,3,13,13,0.0
302,BE_Balance,2030,3,14,14,0.0
303,BE_Balance,2030,3,15,15,0.0
304,BE_Balance,2030,3,16,16,0.0
305,BE_Balance,2030,3,17,17,0.0
306,BE_Balance,2030,3,18,18,0.0
307,BE_Balance,2030,3,19,19,0.0
308,BE_Balance,2030,3,20,20,0.0
309,BE_Balance,2030,3,21,21,0.0
310,BE_Balance,2030,3,22,22,0.0
311,BE_Balance,2030,3,23,23,0.0
312,BE_Balance,2030,3,24,24,0.0
313,BE_Balance,2030,4,1,1,0.0
314,BE_Balance,2030,4,2,2,0.0
315,BE_Balance,2030,4,3,3,0.0
316,BE_Balance,2030,4,4,4,0.0
317,BE_Balance,2030,4,5,5,0.0
318,BE_Balance,2030,4,6,6,0.0
319,BE_Balance,2030,4,7,7,0.4071
320,BE_Balance,2030,4,8,8,0.4071
321,BE_Balance,2030,4,9,9,0.4071
322,BE_Balance,2030,4,10,10,0.4071
323,BE_Balance,2030,4,11,11,0.0
324,BE_Balance,2030,4,12,12,0.0
325,BE_Balance,2030,4,13,13,0.0
326,BE_Balance,2030,4,14,14,0.0
327,BE_Balance,2030,4,15,15,0.0
328,BE_Balance,2030,4,16,16,0.0
329,BE_Balance,2030,4,17,17,0.0
330,BE_Balance,2030,4,18,18,0.4071
331,BE_Balance,2030,4,19,19,0.0
332,BE_Balance,2030,4,20,20,0.0
333,BE_Balance,2030,4,21,21,0.0
334,BE_Balance,2030,4,22,22,0.4071
335,BE_Balance,2030,4,23,23,0.4071
336,BE_Balance,2030,4,24,24,0.0
337,BE_Balance,2030,5,1,1,0.0
338,BE_Balance,2030,5,2,2,0.0
339,BE_Balance,2030,5,3,3,0.0
340,BE_Balance,2030,5,4,4,0.0
341,BE_Balance,2030,5,5,5,0.0
342,BE_Balance,2030,5,6,6,0.0
343,BE_Balance,2030,5,7,7,0.0
344,BE_Balance,2030,5,8,8,0.0
345,BE_Balance,2030,5,9,9,0.0
346,BE_Balance,2030,5,10,10,0.0
347,BE_Balance,2030,5,11,11,0.0
348,BE_Balance,2030,5,12,12,0.0
349,BE_Balance,2030,5,13,13,0.0
350,BE_Balance,2030,5,14,14,0.0
351,BE_Balance,2030,5,15,15,0.0
352,BE_Balance,2030,5,16,16,0.0
353,BE_Balance,2030,5,17,17,0.0
354,BE_Balance,2030,5,18,18,0.0
355,BE_Balance,2030,5,19,19,0.0
356,BE_Balance,2030,5,20,20,0.0
357,BE_Balance,2030,5,21,21,0.0
358,BE_Balance,2030,5,22,22,0.0
359,BE_Balance,2030,5,23,23,0.0
360,BE_Balance,2030,5,24,24,0.0
361,BE_Balance,2030,6,1,1,0.3186
362,BE_Balance,2030,6,2,2,0.3186
363,BE_Balance,2030,6,3,3,0.3186
364,BE_Balance,2030,6,4,4,0.3186
365,BE_Balance,2030,6,5,5,0.3186
366,BE_Balance,2030,6,6,6,0.3186
367,BE_Balance,2030,6,7,7,0.3186
368,BE_Balance,2030,6,8,8,0.3186
369,BE_Balance,2030,6,9,9,0.3186
370,BE_Balance,2030,6,10,10,0.3186
371,BE_Balance,2030,6,11,11,0.3186
372,BE_Balance,2030,6,12,12,0.3186
373,BE_Balance,2030,6,13,13,0.3186
374,BE_Balance,2030,6,14,14,0.3186
375,BE_Balance,2030,6,15,15,0.3186
376,BE_Balance,2030,6,16,16,0.3186
377,BE_Balance,2030,6,17,17,0.3186
378,BE_Balance,2030,6,18,18,0.3186
379,BE_Balance,2030,6,19,19,0.3186
380,BE_Balance,2030,6,20,20,0.3186
381,BE_Balance,2030,6,21,21,0.3186
382,BE_Balance,2030,6,22,22,0.3186
383,BE_Balance,2030,6,23,23,0.3186
384,BE_Balance,2030,6,24,24,0.3186
385,BE_Balance,2030,7,1,1,0.6549
386,BE_Balance,2030,7,2,2,0.6549
387,BE_Balance,2030,7,3,3,0.6549
388,BE_Balance,2030,7,4,4,0.6549
389,BE_Balance,2030,7,5,5,1.221
390,BE_Balance,2030,7,6,6,1.221
391,BE_Balance,2030,7,7,7,1.221
392,BE_Balance,2030,7,8,8,1.221
393,BE_Balance,2030,7,9,9,1.221
394,BE_Balance,2030,7,10,10,1.221
395,BE_Balance,2030,7,11,11,1.327200000000003
396,BE_Balance,2030,7,12,12,3.071651018869005
397,BE_Balance,2030,7,13,13,1.221
398,BE_Balance,2030,7,14,14,1.221
399,BE_Balance,2030,7,15,15,1.221
400,BE_Balance,2030,7,16,16,1.221
401,BE_Balance,2030,7,17,17,2.0707771371108894
402,BE_Balance,2030,7,18,18,2.0707771371108894
403,BE_Balance,2030,7,19,19,4.811291823908224
404,BE_Balance,2030,7,20,20,2.0707771371108894
405,BE_Balance,2030,7,21,21,1.8869999999999998
406,BE_Balance,2030,7,22,22,1.8869999999999998
407,BE_Balance,2030,7,23,23,0.6549
408,BE_Balance,2030,7,24,24,0.6549
409,BE_Balance,2030,8,1,1,0.0
410,BE_Balance,2030,8,2,2,0.0
411,BE_Balance,2030,8,3,3,0.0
412,BE_Balance,2030,8,4,4,0.0
413,BE_Balance,2030,8,5,5,0.0
414,BE_Balance,2030,8,6,6,0.0
415,BE_Balance,2030,8,7,7,0.0
416,BE_Balance,2030,8,8,8,0.0
417,BE_Balance,2030,8,9,9,0.0
418,BE_Balance,2030,8,10,10,0.0
419,BE_Balance,2030,8,11,11,0.0
420,BE_Balance,2030,8,12,12,0.0
421,BE_Balance,2030,8,13,13,0.0
422,BE_Balance,2030,8,14,14,0.0
423,BE_Balance,2030,8,15,15,0.0
424,BE_Balance,2030,8,16,16,0.0
425,BE_Balance,2030,8,17,17,0.0
426,BE_Balance,2030,8,18,18,0.0
427,BE_Balance,2030,8,19,19,0.0
428,BE_Balance,2030,8,20,20,0.0
429,BE_Balance,2030,8,21,21,0.0
430,BE_Balance,2030,8,22,22,0.0
431,BE_Balance,2030,8,23,23,0.0
432,BE_Balance,2030,8,24,24,0.0
433,BE_Balance,2030,9,1,1,0.0
434,BE_Balance,2030,9,2,2,0.0
435,BE_Balance,2030,9,3,3,0.0
436,BE_Balance,2030,9,4,4,0.0
437,BE_Balance,2030,9,5,5,0.0
438,BE_Balance,2030,9,6,6,0.0
439,BE_Balance,2030,9,7,7,0.0
440,BE_Balance,2030,9,8,8,0.0
441,BE_Balance,2030,9,9,9,0.0
442,BE_Balance,2030,9,10,10,0.0
443,BE_Balance,2030,9,11,11,0.0
444,BE_Balance,2030,9,12,12,0.0
445,BE_Balance,2030,9,13,13,0.0
446,BE_Balance,2030,9,14,14,0.0
447,BE_Balance,2030,9,15,15,0.0
448,BE_Balance,2030,9,16,16,0.0
449,BE_Balance,2030,9,17,17,0.0
450,BE_Balance,2030,9,18,18,0.0
451,BE_Balance,2030,9,19,19,0.7611
452,BE_Balance,2030,9,20,20,0.7611
453,BE_Balance,2030,9,21,21,0.7611
454,BE_Balance,2030,9,22,22,0.7611
455,BE_Balance,2030,9,23,23,0.0
456,BE_Balance,2030,9,24,24,0.0
457,BE_Balance,2030,10,1,1,0.8142
458,BE_Balance,2030,10,2,2,0.8142
459,BE_Balance,2030,10,3,3,0.8142
460,BE_Balance,2030,10,4,4,0.8142
461,BE_Balance,2030,10,5,5,1.518
462,BE_Balance,2030,10,6,6,1.518
463,BE_Balance,2030,10,7,7,1.518
464,BE_Balance,2030,10,8,8,1.518
465,BE_Balance,2030,10,9,9,1.794
466,BE_Balance,2030,10,10,10,1.794
467,BE_Balance,2030,10,11,11,1.794
468,BE_Balance,2030,10,12,12,2.3459999999999996
469,BE_Balance,2030,10,13,13,2.3459999999999996
470,BE_Balance,2030,10,14,14,2.3459999999999996
471,BE_Balance,2030,10,15,15,2.3459999999999996
472,BE_Balance,2030,10,16,16,2.3459999999999996
473,BE_Balance,2030,10,17,17,7.9530885685554455
474,BE_Balance,2030,10,18,18,16.457188568555445
475,BE_Balance,2030,10,19,19,2.6161255094345006
476,BE_Balance,2030,10,20,20,1.8274744905654994
477,BE_Balance,2030,10,21,21,1.518
478,BE_Balance,2030,10,22,22,1.5180000000000002
479,BE_Balance,2030,10,23,23,0.8142
480,BE_Balance,2030,10,24,24,0.8142
481,BG_Balance,2030,1,1,3,3.6252000000000004
482,BG_Balance,2030,1,4,5,1.0652999999999997
483,BG_Balance,2030,1,6,6,2.5599
484,BG_Balance,2030,1,7,9,4.304925
485,BG_Balance,2030,1,10,10,3.788175
486,BG_Balance,2030,1,11,12,1.8761999999999999
487,BG_Balance,2030,1,13,15,2.8143000000000002
488,BG_Balance,2030,1,16,18,5.406000000000001
489,BG_Balance,2030,1,19,21,8.108999999999998
490,BG_Balance,2030,1,22,24,2.8143000000000002
491,BG_Balance,2030,2,1,3,0.0
492,BG_Balance,2030,2,4,5,0.0
493,BG_Balance,2030,2,6,6,0.0
494,BG_Balance,2030,2,7,9,0.0
495,BG_Balance,2030,2,10,10,0.0
496,BG_Balance,2030,2,11,12,0.0
497,BG_Balance,2030,2,13,15,0.0
498,BG_Balance,2030,2,16,18,0.0
499,BG_Balance,2030,2,19,21,0.0
500,BG_Balance,2030,2,22,24,0.0
501,BG_Balance,2030,3,1,3,3.4712999999999994
502,BG_Balance,2030,3,4,5,2.695449366448215
503,BG_Balance,2030,3,6,6,0.7758506335517845
504,BG_Balance,2030,3,7,9,3.4713000000000003
505,BG_Balance,2030,3,10,10,3.1232999999999986
506,BG_Balance,2030,3,11,12,0.34800000000000075
507,BG_Balance,2030,3,13,15,4.436999999999999
508,BG_Balance,2030,3,16,18,15.155689139653045
509,BG_Balance,2030,3,19,21,9.364618762273297
510,BG_Balance,2030,3,22,24,1.5399
511,BG_Balance,2030,4,1,3,1.2213
512,BG_Balance,2030,4,4,5,-0.4070999999999996
513,BG_Balance,2030,4,6,6,1.6283999999999996
514,BG_Balance,2030,4,7,9,1.2213
515,BG_Balance,2030,4,10,10,-0.8141999999999998
516,BG_Balance,2030,4,11,12,2.0355
517,BG_Balance,2030,4,13,15,2.220446049250313e-16
518,BG_Balance,2030,4,16,18,2.4426
519,BG_Balance,2030,4,19,21,2.4426
520,BG_Balance,2030,4,22,24,0.0
521,BG_Balance,2030,5,1,3,0.0
522,BG_Balance,2030,5,4,5,0.0
523,BG_Balance,2030,5,6,6,0.0
524,BG_Balance,2030,5,7,9,0.0
525,BG_Balance,2030,5,10,10,0.0
526,BG_Balance,2030,5,11,12,0.0
527,BG_Balance,2030,5,13,15,0.0
528,BG_Balance,2030,5,16,18,2.7612
529,BG_Balance,2030,5,19,21,2.761200000000001
530,BG_Balance,2030,5,22,24,0.0
531,BG_Balance,2030,6,1,3,0.9558
532,BG_Balance,2030,6,4,5,0.6372
533,BG_Balance,2030,6,6,6,2.530912649059374
534,BG_Balance,2030,6,7,9,2.849512649059374
535,BG_Balance,2030,6,10,10,-3.787425298118748
536,BG_Balance,2030,6,11,12,3.787425298118748
537,BG_Balance,2030,6,13,15,0.3186
538,BG_Balance,2030,6,16,18,0.6372
539,BG_Balance,2030,6,19,21,0.9558
540,BG_Balance,2030,6,22,24,0.3186
541,BG_Balance,2030,7,1,3,1.9647000000000001
542,BG_Balance,2030,7,4,5,6.876449999999999
543,BG_Balance,2030,7,6,6,-4.91175
544,BG_Balance,2030,7,7,9,1.9647000000000001
545,BG_Balance,2030,7,10,10,2.94705
546,BG_Balance,2030,7,11,12,-0.9823500000000001
547,BG_Balance,2030,7,13,15,0.9823500000000001
548,BG_Balance,2030,7,16,18,1.9647000000000006
549,BG_Balance,2030,7,19,21,3.2744999999999997
550,BG_Balance,2030,7,22,24,1.9647000000000001
551,BG_Balance,2030,8,1,3,0.0
552,BG_Balance,2030,8,4,5,0.0
553,BG_Balance,2030,8,6,6,3.2922
554,BG_Balance,2030,8,7,9,4.642545328286576
555,BG_Balance,2030,8,10,10,3.3188382456923264
556,BG_Balance,2030,8,11,12,-1.6461000000000001
557,BG_Balance,2030,8,13,15,1.6461000000000001
558,BG_Balance,2030,8,16,18,1.6461000000000001
559,BG_Balance,2030,8,19,21,1.6461000000000001
560,BG_Balance,2030,8,22,24,1.6461000000000001
561,BG_Balance,2030,9,1,3,2.2833
562,BG_Balance,2030,9,4,5,1.5221999999999998
563,BG_Balance,2030,9,6,6,0.7611000000000001
564,BG_Balance,2030,9,7,9,2.2833
565,BG_Balance,2030,9,10,10,0.7611
566,BG_Balance,2030,9,11,12,1.5221999999999998
567,BG_Balance,2030,9,13,15,2.2833
568,BG_Balance,2030,9,16,18,2.2832999999999997
569,BG_Balance,2030,9,19,21,4.5666
570,BG_Balance,2030,9,22,24,0.0
571,BG_Balance,2030,10,1,3,2.4426
572,BG_Balance,2030,10,4,5,1.6283999999999996
573,BG_Balance,2030,10,6,6,0.8142000000000005
574,BG_Balance,2030,10,7,9,3.1464000000000003
575,BG_Balance,2030,10,10,10,2.1665761928704637
576,BG_Balance,2030,10,11,12,1.6283999999999996
577,BG_Balance,2030,10,13,15,2.4426
578,BG_Balance,2030,10,16,18,5.064599999999999
579,BG_Balance,2030,10,19,21,6.665400000000001
580,BG_Balance,2030,10,22,24,2.4426
581,CH_Balance,2030,1,1,1,0.9381
582,CH_Balance,2030,1,2,2,0.9381
583,CH_Balance,2030,1,3,3,0.9381
584,CH_Balance,2030,1,4,4,0.9381
585,CH_Balance,2030,1,5,5,1.749
586,CH_Balance,2030,1,6,6,1.749
587,CH_Balance,2030,1,7,7,2.703
588,CH_Balance,2030,1,8,8,2.703
589,CH_Balance,2030,1,9,9,1.749
590,CH_Balance,2030,1,10,10,1.749
591,CH_Balance,2030,1,11,11,0.9381
592,CH_Balance,2030,1,12,12,0.9381
593,CH_Balance,2030,1,13,13,0.9381
594,CH_Balance,2030,1,14,14,0.9381
595,CH_Balance,2030,1,15,15,0.9381
596,CH_Balance,2030,1,16,16,0.9381
597,CH_Balance,2030,1,17,17,1.749
